book_id,book_title,book_type,price
459648,National control.,1,14.475173122608481
328585,Institution test.,2,29.536466331732885
295821,Trial worry.,2,8.389539339211073
328592,Quality do.,2,7.273891633641539
361378,Benefit ever memory.,1,13.61026407293653
557988,Outside themselves foot.,2,25.43168542394385
623525,Speak talk its.,2,28.27744163377202
787364,Hair watch mission.,2,17.408097367307565
132005,More gas.,1,23.026499955906075
820143,Product only.,1,15.35917197339082
263090,Number face suffer.,1,14.514844137238331
230330,Southern money manager.,2,24.732477526898105
623547,Available company several.,2,16.07778740660708
955,Scene doctor skill.,2,18.927928941203547
361405,Door house since.,2,24.213888135885114
295869,Dream think note.,1,5.32475407187812
623551,Live theory arm.,1,15.10617284589841
951237,Quite fund seven.,2,18.035509560881643
558024,Color store.,2,26.664830262497013
328655,Wear bar away radio.,2,23.102172079924493
984017,Interview item eat.,1,9.930935281668125
99284,Democratic wrong community.,2,14.963450100103415
558036,Region political.,2,14.789017516252496
721881,Record special.,1,10.273032257954945
590811,More heavy color.,2,6.238903822020903
754652,Her administration employee.,2,17.780908682399172
885746,Realize.,2,10.207027184989311
66546,Put admit accept.,1,25.555630800815777
197624,Human hear.,2,10.038316087292719
623612,Activity leg talk.,1,25.97516051832668
197635,Factor.,2,15.395110612172287
1029,Up house.,2,7.3688019044929955
263176,Well long.,1,20.727900303342683
99338,Around risk.,1,24.683742416839195
1035,Draw number.,2,15.704502073192506
525322,Industry trial.,1,11.138707449208749
525332,Available possible resource.,1,10.212809993123383
787479,Final young.,1,13.256460493063495
590871,We not clearly.,1,17.795958529384738
656410,Forward beautiful positive.,1,23.10551930366516
197667,Several add return.,1,23.546001508417397
197671,Sit onto through.,1,10.45791702187682
492590,Purpose official yet.,1,24.736860875784746
984118,Possible try.,2,18.157367312328663
230456,Them old traditional.,2,15.283757975921107
853051,Should no.,2,27.23613297562398
492609,Feel region sell.,2,25.29863605470994
132174,Well allow offer.,1,28.679732915983127
918616,Speak history.,2,21.124364030583674
197724,Town add.,2,22.087127311037413
99440,Employee animal business.,2,26.774061407249995
263285,Discussion beautiful.,1,22.865005525043244
296053,Station claim.,1,25.790158640450453
590984,Address center.,2,27.77922465115139
820362,Short collection.,1,10.897113411306787
361614,War building.,1,26.20572605723874
853135,Test strategy.,2,23.611979322221465
459922,Any guess clearly society.,1,28.931347930745865
197786,Kitchen give skill.,1,25.91300204043961
361630,Actually answer give.,1,28.1950985598612
33952,Sing machine listen.,1,11.839782072907486
787634,Never state.,1,23.647454227806673
394429,Group voice economy.,1,29.61113178726854
656576,Enough over.,2,10.872630791003056
132295,Produce dog.,1,14.426680659875593
361674,Boy himself four.,2,28.308924732064842
951501,Side present.,1,8.655579417412593
328918,Mean score television.,1,6.683427814950875
361697,Answer real per own.,2,5.745482096885255
722147,Him soon.,1,21.560703017061172
296164,Crime do pretty.,2,14.206056400765537
951535,Radio win indicate.,1,13.133915846960923
754937,Place or far.,1,19.95824581745819
296192,Treat claim.,1,17.927920473646772
460037,Fly summer.,2,5.830795628802475
132363,Past great represent detail.,2,27.34752380960364
918808,Brother she teacher.,2,14.997700953607064
165182,Spend his.,1,26.236896298404304
787775,Would book.,1,19.108758888906706
918856,Number believe red.,2,11.886083189412087
99666,Adult American stuff range.,2,20.970465983427296
1366,Reason support bed.,2,16.218582996471433
623963,Decision owner bring lawyer.,2,11.146974237978798
460129,Either miss.,1,13.278437427509203
1382,Amount discuss worker beat.,1,16.029875213640857
787816,Partner subject.,1,10.04754558738486
165226,Authority one major.,2,20.697423894091706
165235,Change begin order.,2,20.17673666374831
787829,South begin.,2,21.782656620397706
1400,Note billion necessary.,2,22.811441441952837
460153,Technology radio throughout.,1,14.487016844149151
427398,Consumer five result.,2,12.461198070870164
394632,Somebody.,2,21.84854382981227
853385,Body music tax although.,1,25.934320032290376
492943,Mouth thought management.,1,26.91073196603873
918929,With situation price.,2,8.987274257541543
460179,Yes current.,1,21.17306852077023
66969,Right impact kind.,1,21.10858344084268
525737,Activity leader.,2,25.22824954661052
918961,Field daughter.,2,24.171870997100335
427451,Investment new other.,1,29.636069719462636
427453,Wrong pull.,2,27.153729341769655
460232,True sort special.,2,29.019201409247145
132553,Mother choice.,1,24.17777609565142
394700,Agent image.,1,19.217751462038848
984532,True.,1,13.486882832384307
918999,Street theory.,1,11.574366123315942
755161,Event money believe.,2,9.077510312446226
361946,Magazine say.,2,17.449872962308852
296413,Scene spend.,2,14.21086859055097
787937,Leave work.,1,16.170525550370222
493032,Spring increase free.,1,16.016896567711626
198134,Condition with computer.,1,24.455305045651304
263671,Him assume top work.,1,27.521001863183162
984570,Career in final month.,2,29.571725967203754
132603,Nearly herself style.,1,12.02955492342852
689662,Plant he can.,2,23.272093212080122
591374,Property around open.,1,11.639543438292566
132629,Tonight case.,2,13.569798951493127
722458,Site town.,2,11.18993361404899
132644,Exist war break.,1,7.616230651512066
525864,Question.,2,24.471496093926163
394794,Kitchen population success.,1,6.989892752145877
165432,Give.,2,23.734965902120553
886334,Our small strong.,2,19.437169322111398
951876,Red might else.,1,26.41546424781098
34391,Board safe war.,2,10.717568223298017
820840,Everybody eye note.,2,24.748289983035352
591469,Member newspaper top century.,2,17.673761974924055
132720,Seven professor.,2,26.488200230205955
755312,Parent.,2,16.572197663401234
132722,Most just listen.,1,19.293918714471587
165491,Black chance thing.,2,15.285837910418547
198260,Act let friend.,2,16.69960879155757
427636,Strong away.,1,19.435455785327047
755333,Because risk half.,1,23.250425111696966
820870,Way analysis.,1,15.447077867030844
99977,Voice name.,2,7.096117751004573
820876,Education identify hard.,1,19.247580816007442
34457,Role happy reason.,1,22.176855893735006
34467,Kid personal.,1,15.521571756146697
919204,Sort physical.,2,27.34696245429938
984762,Tell management reason man.,1,12.690492891663231
853695,Consider parent forward.,2,19.744423628893493
755393,Bring ten still.,1,7.847314405776788
984778,Consider clear lay street.,2,9.702252461503248
952019,Production unit store.,1,12.83411625319334
132821,I democratic.,1,19.72832899855014
296661,Happy hit.,2,25.29609195450596
67295,Rich similar.,2,26.95937672909709
231145,Thus practice.,1,9.512829785792619
952042,Question foreign.,1,24.88304209250318
689908,Father culture.,1,18.85746062255309
820989,Before appear.,1,12.03187728893742
1793,Check right.,1,28.2937588112373
198407,Campaign free responsibility.,1,14.685920917238771
1801,Newspaper author.,1,27.935632803263193
722708,Foreign available.,1,9.637235100294435
132884,Coach only study.,1,19.216947622544318
395034,True military wife.,1,26.297158043036717
34593,Art provide seat.,1,17.18101331463916
558883,Past.,2,27.812871305375698
722724,Will station.,1,8.426043875688087
755492,Happy need husband.,1,27.394351597448594
427832,When and.,1,12.566273498264772
362298,Tax Congress something.,2,27.05438484044316
657213,Agree into structure wind.,1,25.269902776766767
362303,Not whom.,1,10.79229870236952
493375,Whole skin.,1,10.778997514936506
624450,We here mission.,1,19.992485147184546
460617,Radio structure become.,1,29.541986862636254
722764,Executive draw follow.,1,22.565154745698106
100177,To push serious.,1,22.273046788674623
132947,Guess technology.,1,13.902146603658798
690008,Cell expect.,1,14.284930621725149
591721,Someone soon treatment bag.,2,27.048094665165255
755570,Name avoid.,2,21.103514128857544
788350,Until smile skin himself.,1,16.852753315873898
67455,Produce color weight.,2,24.0796796765567
395135,Important road.,2,29.492976769694096
264075,Identify attorney both.,1,13.019834360221209
1933,Computer scene me.,1,20.94152237417267
591769,Few career.,2,24.709015785200197
133022,Serious clear win.,1,17.754767128479507
690079,Oil town free.,1,18.10038728093239
886691,Involve second.,1,29.47018084130512
690089,Determine glass others without.,2,10.118355625064858
985004,History.,1,23.24038950247329
100280,Deep town.,1,16.863218299270976
722874,Item Mrs.,2,12.734836383532015
886719,Organization event.,2,13.48464667105835
362445,Sell special city.,2,27.114425562537434
526292,Major eat culture.,1,11.084276405131023
296920,Condition whatever.,2,26.010176867927637
133080,Party company travel ever.,1,23.961817909307584
198617,Three fill.,1,23.839813677381372
886749,Out safe interest.,1,27.87894431048242
395235,Others activity suggest.,1,26.347524813654015
395236,Work need give.,2,21.279699110780506
493545,Again day.,2,10.138863272420473
296938,Factor different question.,2,16.01057441681192
67563,Save.,2,12.443007300124414
296953,Drive music.,2,15.833203060260423
460794,Big represent range.,1,20.99322694545569
362491,Into administration with claim.,1,12.196177800150794
395261,Performance.,1,22.128261507201
886807,College have use.,1,24.550139598834498
919590,Fact different.,1,26.490247452092053
2086,Purpose figure.,1,27.54870465172317
264232,Again cell heavy.,1,8.896492749748983
165939,Hundred people.,2,12.75521355546951
690230,Everybody tonight.,1,25.361434844309613
985144,Choice front official.,1,25.63982721057285
624699,Experience machine water.,1,22.486775040606865
2126,Indeed wind wrong teach.,2,24.307286368925475
460879,Know explain among.,1,24.26889977856725
985168,Politics house current.,1,6.963069221777006
297049,Move talk.,2,14.114503407337793
952409,Activity product.,2,25.434626406500538
690267,High.,2,7.032063965532771
493661,Girl up.,2,23.35505500722827
886877,Remember structure account.,1,14.064950362361582
690275,Difference same although.,2,17.128610966508262
559215,Easy who.,1,6.749216404323678
788599,Happy ask fight.,2,16.768232036554558
624762,Drug rich.,1,23.73404767317809
34939,Table.,1,28.776985476617696
657536,Detail seven risk power.,1,20.524038719989107
919683,Anyone south specific.,1,27.4371212488144
657545,Stop seek.,1,7.187347248138496
526474,Who then conference.,1,21.80363968334374
919693,Capital.,1,27.33989323920843
67736,Painting company technology.,2,17.176556910620572
428186,Go adult.,1,5.485746219480357
854176,Indicate but.,1,10.958301643409204
2216,Wide reality.,1,21.866278546564935
526518,Agreement writer down.,1,24.370905704524404
2234,Surface increase.,1,7.387107644183445
395453,Across view claim.,2,22.52528865948978
985292,Scene need she.,2,25.04321930059597
657619,Wife generation.,1,27.55878045929105
886999,Camera pull.,2,15.909375972302135
493784,Nor.,1,6.8873952443509285
461025,Nor accept.,2,26.114686649802344
690404,Job require.,1,29.422156916137926
461028,Hundred resource.,1,13.575399859125193
985320,He truth administration.,2,12.888083450964908
821483,Teacher according practice.,1,11.920527394335465
133357,Travel degree.,1,15.406664675209381
657652,Short soldier something.,1,21.30893169878182
395538,Among short garden.,1,10.769426668676003
854293,Reflect else.,2,27.266897674062363
297255,Relationship upon prepare.,2,27.31799453369712
297257,Election Congress pull.,1,21.19849476298156
133428,Five station others.,2,16.47813054429267
100665,Put why.,2,28.48624398158931
526653,Daughter reason.,2,7.8078106259577105
592191,Store say.,2,5.466068600585798
919871,Individual east.,2,7.117399888197122
723263,Heavy that already.,2,12.029028879043741
166214,Population service threat.,2,6.726946588038903
133450,I learn.,2,10.13566002402826
100683,Focus girl.,1,21.015495904921956
952651,Seat go.,1,13.55437261573567
657743,Property.,2,19.361204933266492
428367,Instead rise.,2,23.345157654984277
231760,Sure song fall.,2,10.038065790055935
264538,Rather school government.,1,16.681785886742002
133469,Seek choose stop.,2,9.745835964998243
821600,Tree.,1,17.80864460254888
461154,Relationship that.,2,21.048864212322133
952691,Seat.,2,24.39584699239703
592248,Republican others either.,2,25.83536767312072
493959,Certainly trial find.,2,6.286061352031445
330128,Out nice.,2,18.16682373243656
985493,Read tonight.,2,18.504326341109433
821655,Education will might.,2,25.76021885687541
559518,Kid institution.,1,6.318037449249903
264611,Nation go.,2,5.899502018963832
625065,Happen worker.,2,23.602305266625542
428476,Share.,2,15.687003865804307
756161,Decide should including.,2,9.807550873784244
559553,Travel.,2,8.028540131071889
330178,Leader then with.,1,29.305560465132054
330181,After financial.,2,23.483950978698445
952775,Foot available serve.,1,15.025561176781295
133581,Machine senior trial.,2,17.917959307441272
526823,Ago avoid.,1,24.57427943593085
2553,He nice rise.,1,21.972774028014545
559609,Night into.,1,21.16223016499005
854540,Worry husband keep collection.,1,25.37780271711783
68118,Make.,2,12.922401027620682
723483,After fast.,2,19.321589517050178
789019,Manage issue use character.,1,16.021241025884528
133671,Week actually black.,2,14.704736467239409
526889,Piece beat.,1,7.458956215442035
232002,Far organization.,2,25.903592085545114
133699,Involve.,2,24.576486720395955
887370,Energy rock back.,2,5.762779646072945
887372,Town now be.,2,9.801184749938164
297550,Attention site rule.,1,28.219839998373104
920156,Voice human.,2,26.889878910645578
592480,Black ball.,2,9.940776081786684
854624,Soldier science evening.,2,5.114518873627601
821863,Until gun.,2,5.5324417808401645
297587,Happen large respond.,2,10.678334026034722
526972,Heavy.,2,24.80031604585178
526980,Instead top better firm.,2,26.544970691924732
658054,Ground myself.,1,15.593319663255729
428688,Feel force key.,2,28.426750739242085
330388,Consider detail help.,2,25.605501057827873
887445,Analysis military section.,1,14.006249673497912
658074,Life whether.,1,16.42794822506489
133805,Capital science newspaper.,2,24.379000876027913
953011,Between away.,1,21.826360413823327
264899,Dream see radio.,2,7.160692281509663
395976,Establish lead.,2,15.587408751948487
330446,Avoid amount machine.,2,27.4117262496948
756430,Street several budget author.,1,15.034861547217112
854755,Upon south believe.,1,21.90405591579464
559847,Cost happy wide.,2,29.048749765374637
527081,Table modern day.,1,18.859549404380708
985836,Remember crime.,1,19.108791140486233
264946,Reach well community.,1,5.9276124056855934
363259,Prove purpose all note.,1,26.450978233828447
166652,Recently doctor growth.,2,29.305638354008977
330499,Attack.,2,23.03915602317884
35590,Fire foreign.,1,10.132942820067699
166668,Return mention.,1,19.53538321538543
625433,Candidate from attorney.,1,20.798909794985143
985894,Sit because among.,2,23.0732718703831
592682,Myself management.,1,27.906156549996616
199469,Change save.,2,11.790291018384137
887598,Item quickly.,1,10.295575141026728
101177,She authority safe.,2,27.848049580244442
789305,Whatever least however.,1,18.201553626828066
822073,Unit itself.,2,29.257696017472377
756544,On people everybody.,2,20.281372725019715
199492,Popular yeah report.,1,21.235964089779888
527172,Weight traditional environment themselves.,2,8.210685419469028
691022,Security lead who stock.,2,17.470678172988034
297814,Style business yeah husband.,2,24.374863934837855
199524,Agreement yet.,2,6.863227551021238
658279,Always you.,2,14.720344387966783
461672,Concern relationship reveal.,2,9.303560632155659
559981,Chair side.,1,27.75834560900447
822133,Cover appear continue.,1,27.720211733781394
461702,Dream those room.,1,13.848466570500504
625547,Law media whose.,2,17.22267040840148
68494,Class late garden.,2,27.85315728771492
986021,Character yeah brother.,1,20.927211360386373
363436,Hour hand.,2,17.580936366943426
461744,Learn party happen.,2,22.699681547738667
789430,Now catch.,1,6.833845183175656
134074,Value inside third.,1,13.307697965174206
297922,Threat section say power.,2,14.189504390928285
658376,Contain region group sea.,1,20.14716845739695
101322,Risk yourself.,1,11.48315265860995
953295,Skin own.,1,19.97729848602257
134097,Heart after.,2,9.257551517851073
68566,Concern drive police.,1,10.886589592558433
429025,Sometimes great summer.,2,8.281607684266364
887778,Right cultural design.,1,14.167590485431248
986088,Similar rest.,2,5.894052545805973
35820,Carry admit social.,1,11.908780764250047
330751,Concern house.,2,7.177305211042818
920608,Guess defense.,1,25.774825021783684
298019,Thought heart democratic.,1,18.6174069002831
35877,Voice long place.,1,16.743978428735833
724007,Social window suddenly.,2,8.596337041844386
461865,Look crime person.,1,6.319047628852818
527403,Network response scientist.,1,27.189169047885915
789554,Because change.,1,19.14920001797055
363576,Successful prevent.,2,24.241254287703786
560194,Area himself simple.,1,9.545388835875166
756807,Guy western.,1,23.421700085617147
232519,Meet building run.,1,28.11321302871926
887883,Small record senior.,1,23.53817754319896
527437,Field television doctor.,1,26.4054026501081
887906,Material.,1,9.193287824175798
35941,Marriage treatment.,2,20.022537893565605
363623,Though international.,1,9.247895167442072
68717,Mean support.,1,24.45812470420257
625779,Ago above same.,2,25.894199146402602
167043,Together street.,1,5.980337658917615
920713,Health town.,2,10.068640502586337
494736,Follow citizen.,2,26.44261153475206
265398,Direction focus.,2,24.462627602785584
822457,Outside visit improve.,2,7.698872283235265
298194,Question gun within which.,2,8.55912196757387
232664,Owner high capital.,2,27.21034616707083
953570,Be play push.,2,29.460678548317556
527592,Without common.,1,19.01519698098664
167146,Move civil.,1,19.098553565562618
3309,Ever step both important.,1,17.74219423416111
101613,Prevent start small.,1,23.9588767058623
199917,Health back.,1,11.956855436781836
691443,Manager maintain yet.,1,5.998516532532176
527604,Course yourself.,2,29.730450337086843
724224,Dream major spring.,1,8.936989810233548
494849,Her attack.,2,18.782378479156577
953614,Sort will.,1,15.0823920667085
560403,Itself you major.,1,25.29174531610408
658707,Practice population person.,2,6.262880678132907
953626,Give government.,1,11.41765699236685
855328,Can.,2,15.998563952118614
855331,Me name girl.,1,26.339335781082767
134435,Us interesting picture.,1,28.24384030971632
265510,Democratic simple.,1,29.72785126293178
3376,Necessary claim seek.,2,27.4883662561764
36146,Like record difficult.,2,6.4952043217053985
199994,Game PM PM receive.,2,21.41043360406571
331070,Area clearly ask.,2,24.793680026545307
298303,Land training.,1,16.5970510249129
396621,Ability specific look.,2,6.907185060882563
232785,Travel ahead most.,2,29.162407738003136
986457,Size town world.,2,20.53192819387077
593242,Ground several.,2,24.475325580376293
626013,Ask bring far.,1,21.3863555625334
200034,Pm rather head.,1,27.516203546110564
101733,Network table history.,2,17.42619807889323
494960,Deep finish.,1,19.78805674808669
167290,Life win.,1,6.863804931442798
593277,Marriage local shake.,2,24.52630646671615
200086,Hundred condition sport.,1,9.555821491520081
331164,Industry mention end its.,1,8.166177163407411
265636,Usually result daughter.,2,20.876697045716917
658852,Street hope.,1,11.661034296806221
757162,Staff coach.,2,22.304102109114915
200117,Ask cost.,1,18.641303630605822
298423,Morning event.,2,10.141044747923607
167352,Night ready never.,2,24.319316635096374
331194,Purpose away practice.,1,20.581830962564847
69051,Morning available.,2,19.471897554144427
101821,Skill girl special.,2,29.984772007085088
560575,Him.,2,19.26731880817539
855504,Something thought owner.,2,13.814138347407072
429526,Occur you.,1,19.290459014955985
101848,Across short raise.,1,24.989673518389953
724448,Five it meet reduce.,1,20.12574207083034
265697,Leave seven thought better.,1,24.29189645416414
265703,Interesting huge community.,2,19.445920039696325
3563,Create bit interest.,2,24.050221311205597
101867,Tonight business notice you.,1,20.583407036848143
495087,Discover different.,1,22.89990225320971
691705,Pull land read.,2,14.14989659532798
69117,Approach fish only section.,2,25.67846127254967
495118,Than.,2,22.476387943288657
527889,Future hand support.,2,12.151929754056196
298520,Shake late.,1,6.305742818104555
232989,Off most.,2,5.4186163582445666
921123,Six else wish in.,2,10.731096692300758
724515,Federal.,2,18.122217487385104
3624,Accept instead.,2,15.852313834193925
855610,At move general.,1,5.705964862115632
888380,Arm effect.,2,17.666315119363993
396873,Understand third political.,2,8.684307644090248
986704,Guess daughter.,2,10.71201042911304
233046,Tend position section environmental.,1,23.67254146170218
429654,Rich indeed imagine.,2,10.300061899105119
921184,Admit amount.,2,8.330690515920473
495202,Include physical ground.,1,23.760054186494497
134755,Civil against.,2,13.796550957625406
101989,Nor forget government.,2,21.89559666033607
724583,Television over.,1,6.5834647127940915
233068,Must issue white.,2,18.59953953355918
888439,City cup home.,2,25.49801339035035
953983,Change wear hot.,1,16.537384259935198
134790,There everyone.,1,16.07786352037393
396943,Like industry seem.,2,25.269495117773833
167571,Kid chance yeah mouth.,2,25.187604874978287
790173,Message quickly.,1,11.533656624253268
69294,Administration before difference.,2,23.23224574130035
462523,Form car.,2,22.92184218913268
3774,Among authority.,1,27.77542773573411
298697,Traditional.,2,5.204337112334701
888522,Test later understand.,1,12.67102236940774
560844,Bar couple you unit.,2,15.412391432172075
3791,Use she score.,2,23.4193898370604
36560,Reflect half throw cover.,1,7.722570570211316
298710,Study magazine.,2,9.25283644784644
888540,Billion whole carry.,1,14.486282945845062
3806,Show.,1,9.370219333097106
364256,Authority risk.,2,9.57401304529834
560867,Moment or.,1,22.084221191249043
823012,Role president order.,1,19.610691237045472
724709,Hair her interest debate.,1,19.95085820351814
954087,Wind get.,2,12.879901127071031
855786,Tax him sister.,2,19.936727202987605
331507,Even professional.,2,24.344810360950994
331508,Organization avoid.,2,19.041099404665324
855804,According present culture.,2,29.34093694760602
790285,Water policy.,2,18.23058079835101
790303,Option site.,1,12.472700807388113
134947,Draw himself draw.,2,20.4470316019654
134948,Development police.,1,14.96974497467046
692010,Pull peace.,2,20.335501633900034
298799,Democrat possible.,2,14.258881777117178
954162,Bed whose.,2,28.40376565346891
462653,Early any.,2,18.298106642671897
626495,Congress task develop.,2,20.056349636771934
724800,Likely think.,2,27.150122600501785
331595,Forward toward.,1,29.5504377705561
3916,Bill indeed.,2,12.21644423747846
692065,Admit miss ball.,1,16.421858779379313
397167,Law after benefit.,1,6.479602566398758
3954,Fill official talk.,2,8.084302565747073
855923,Box region.,1,27.514144583463498
429945,Feel size seat.,1,24.679343831994487
659335,Reveal effort.,1,27.155558113815335
3980,This last fill.,1,19.994883470977182
757644,Mr onto threat.,2,17.290599276283416
69520,Defense win.,2,6.040070831340071
888720,Begin brother.,2,20.20869926295307
790431,Director college admit.,2,18.913524992205573
888735,Parent third agree.,2,10.992418189134828
921507,Officer list generation.,1,23.112249344768106
757667,This outside.,1,7.922501414216914
987043,Yes party.,2,27.32414501877361
331686,Direction.,2,7.841416240508529
692135,Whatever care.,2,11.32554922290771
561067,Call such military response.,1,7.158724300998302
626607,Specific window.,1,9.045245774237792
757685,Country table sign.,2,12.121572611671233
135108,Anything follow group.,2,20.98110234300137
790470,Same open.,2,10.194241502358011
659399,Reveal best certainly.,2,29.470817433437006
233415,Bar executive happy.,1,13.552305946617786
4044,Yourself arrive well.,2,13.076546464423581
790488,Eight season president benefit.,1,22.985010826017053
69604,Course morning Republican.,1,13.678732907506653
659435,A property team.,2,6.897791291416818
757745,Win course.,1,10.29685897215106
921591,Probably no husband.,2,16.39872374187309
921592,Despite notice now.,2,15.799764323655797
364539,Simply put either.,2,19.26316732596686
561149,Represent fast.,1,8.533221297065435
692229,Employee whole.,2,8.172429433587462
462862,Show food end.,1,23.168941547249972
626729,Lose option.,1,13.992912811720984
954412,Research side nice foreign.,1,15.381858598486064
36909,Issue.,2,10.516252072799041
528449,How final interest.,2,11.1714662442937
430148,Ready specific election fear.,1,20.663440858559674
954437,Yourself build small issue.,2,9.00397554063075
593994,Then school firm.,1,16.105656872074995
462938,Radio system sort.,1,24.333716768763786
299100,Ahead share evidence.,1,9.893324263563775
364637,Third way.,2,10.941056575224994
659551,Close present sign.,1,20.150037984557855
692320,Be drive attack.,2,26.835948053734946
364648,Live.,1,8.174170295649088
102505,Management job realize.,2,28.560643343715334
4208,Fish decade brother.,1,22.321597417389686
102514,Everybody science.,1,11.212177290241542
69755,Same charge.,2,20.324557508727196
4228,Get hit happen.,2,16.676054852387175
4232,All again.,1,9.53051019573482
266379,Role kitchen.,2,14.688960153175927
