book_id_rel,author_id_rel
322999,244306
388008,854146
446270,809468
673253,14900
545116,37289
727817,264642
89704,284030
527592,524792
383118,799190
790303,639358
637569,854140
742378,363342
131772,298586
368416,305927
202358,373498
373464,121858
662169,267899
775136,218693
267263,603518
524820,897395
337879,132465
449045,4820
88265,779995
132295,283916
256849,567201
348172,264642
255413,37289
23842,246215
845,101291
347982,922399
686325,637446
393020,256128
924568,809218
631997,238001
472183,927987
960485,172266
370408,112614
641715,706923
66403,112614
542292,35344
82478,253873
161189,922399
993240,924220
573144,236377
425299,721362
556323,412848
802426,164975
211433,252763
587957,605383
250882,827363
494736,293350
772151,766098
694415,527102
271720,563077
340091,257955
951535,132284
311132,411278
939067,601351
70382,295580
406714,970668
100683,446980
25811,683285
409108,454896
672699,820186
405861,31571
304186,738749
309239,438258
782871,214014
501415,249471
492154,238001
236719,893906
96031,533380
579073,141995
123820,717723
266668,703317
317003,415605
801713,502183
318665,640445
341712,983941
267245,300172
188967,475287
271720,511813
222609,339354
652047,674352
286167,963775
35820,921333
355293,457656
113459,93187
722147,155549
950013,327588
78675,244982
546058,216843
908210,518805
626495,760797
222514,317522
834571,852538
585539,651637
701399,721606
997131,500153
519590,859783
902078,973879
176196,820186
798118,335111
439962,604999
453540,397006
123867,909754
617659,505158
820876,171571
745376,345698
706776,132284
683748,837334
134097,186333
188704,721362
249685,347273
604619,747105
703791,887616
35941,757698
80807,608770
971875,173739
446491,465260
472231,686794
499822,454619
747040,998712
780918,419409
235314,325831
232989,171571
145824,911891
788599,852538
855923,121858
602821,852706
386207,668558
614144,283131
113508,141803
413785,653277
40325,584695
853695,582925
331595,458227
497173,558554
662551,573039
985292,257955
694887,424564
436431,391126
694187,40585
459072,334279
389370,900893
52214,925215
692010,73910
731457,457308
778200,557559
132629,876862
995911,983828
84261,822820
883404,889812
892281,649278
349988,716831
487140,293888
943479,762877
652649,370507
616746,762056
520492,513611
379269,752759
949344,269869
199469,303866
260107,238866
237719,812720
290119,990851
223592,841513
714396,772463
361630,604999
967780,151937
991980,439719
798118,304672
752345,639358
651968,421074
458124,102869
538284,822653
670715,373871
975937,849574
479009,527102
378359,700817
407336,637446
471393,452431
106808,638549
994940,849680
835082,633727
987602,760962
964362,963775
675902,350247
817367,925052
534743,264642
440889,379545
782903,304173
71661,938348
682452,232340
734946,172266
521563,527102
985144,716254
360697,837986
725240,521033
190297,40585
944685,580860
305017,333220
953626,539970
419559,485220
549216,411278
405356,266897
897942,272826
985894,410419
850313,959495
590492,704939
784679,893988
882953,200591
192519,429483
388597,57142
544919,359476
790470,868470
663567,268413
944835,468584
840714,392998
872175,975772
106808,869029
203708,558554
56980,457308
63529,34027
73184,500376
586091,674352
764786,489635
180997,280551
869930,813588
750590,673524
492405,757698
787937,873667
405089,787515
921795,918465
27113,145802
128186,463122
786365,915625
43924,837744
518876,209866
178329,887776
616746,636002
836979,618264
645513,385971
388857,385134
874155,185514
342823,998712
469088,317522
181511,833211
472183,169408
27118,264642
700076,222366
653635,920438
318169,601869
115825,524792
748534,913501
134755,476907
950919,712977
582239,820186
246582,534093
1933,155549
905121,646020
355344,373871
823566,473086
370647,413638
176998,114771
405861,379593
380651,600237
239968,391135
544544,736380
496905,925855
785046,375970
384968,218792
243304,283916
201601,633727
942326,41348
376038,321325
370489,392998
122154,311057
334774,442335
832670,980160
663235,645179
143405,843687
744738,401645
63282,395930
211893,985462
672674,582925
615700,651637
941168,45611
116304,913482
699157,175507
4228,332668
400269,959495
511957,927576
749488,301380
259242,794058
332494,249949
870130,400335
78747,718490
309239,678981
211239,34027
768506,792058
852254,195473
123820,36149
888522,150177
971151,391699
112253,295580
947521,837334
239387,356027
991671,955294
287594,550851
875962,42647
178480,37555
367992,394732
506503,37289
782603,653277
98177,102869
388011,180171
957457,918335
88265,171571
202092,873266
975937,674352
193622,528902
175398,177811
985004,896665
326585,613328
886807,528129
750173,960923
155032,128731
990628,364906
387910,657224
374503,254611
58746,359476
132005,849574
391992,142463
620347,235576
678843,335111
351514,86789
601327,795755
347982,829424
423069,31571
269098,873667
641662,825902
252831,508838
674073,244306
979804,806675
116304,528129
859445,558554
674176,275822
320413,983941
155791,502183
801135,882943
327119,963775
678046,712977
807896,585906
825131,205370
654043,151937
79807,594312
733544,165441
642800,230828
275906,325831
505374,601869
493375,164975
950755,367193
857923,505997
320027,457656
194957,994974
245607,255617
106335,670733
216061,840552
548380,192914
3309,419409
883105,236377
201649,385971
126238,311057
524524,489083
287496,573647
361674,918465
167290,489249
734553,249949
594450,163123
319339,349526
283234,244306
98857,917999
296938,324348
685175,584695
961552,131081
20497,777343
930597,890284
572219,385971
113967,706923
918999,370507
830498,686794
915072,639046
970129,141995
102514,385239
66021,535299
875657,318635
845080,562610
44310,131081
770262,339354
893442,100573
299675,747250
435629,346575
945708,20946
133022,84427
402384,35344
813661,998237
302073,463122
544544,93187
599756,419048
228771,386378
238214,764514
416887,328529
490148,258958
663898,459612
178005,921333
245607,249949
492154,567788
488600,845854
421301,131081
979730,941544
399369,917999
819160,721083
905121,974856
459069,523662
799246,885634
614670,454209
189798,294791
611925,442335
642202,884893
714396,810552
945210,24271
574917,634745
269302,603518
547032,197404
322009,444318
485723,542183
328231,152965
126758,616494
888380,34027
490298,651637
594644,688776
28773,686794
385890,394746
388711,295580
651464,946018
493375,740761
398550,970072
446435,485220
684371,801031
778715,984089
342367,629157
587521,616238
872585,106624
824358,470635
759085,819448
864796,438258
492154,347273
15011,209866
787816,392619
483316,286627
708632,72475
945708,925215
715987,75722
773729,712977
927993,118670
512462,42117
3954,657365
492264,504323
801756,582805
127742,318271
298194,267899
60449,681105
397534,93187
469626,859783
781795,302988
567564,842383
950013,334279
430392,454209
376928,278465
752345,859312
428367,648053
821483,399847
465885,980160
305035,885634
161189,290150
745345,349370
866530,938782
995740,198403
599515,394744
221328,130135
58746,384540
137279,657589
536548,728477
552421,747250
121349,636002
89823,997182
641662,78447
955468,73746
522190,585906
84261,232890
324527,157435
493661,401645
782840,304312
779068,634745
548885,541907
762505,672885
74273,800066
539977,278885
177166,992235
508063,424161
709189,148127
438623,419409
157226,822653
931866,831139
587612,125969
419701,253875
21426,398529
296953,668803
147085,80160
70814,234455
920156,901300
349572,784837
744128,370507
309632,505158
831976,252715
971723,825902
306816,795755
744128,169408
985320,889812
950425,937870
805207,34027
291855,454896
462653,15948
369775,671403
293776,281686
132553,17953
971300,951057
38468,221577
529328,483397
372314,967022
751388,350247
297814,15930
939868,649278
40935,716459
446119,368373
642800,698879
743934,253873
410322,252715
643357,688776
72036,193026
529895,528129
226969,947746
612941,56221
315853,15948
681889,515945
664199,918777
764866,364071
576929,480903
647870,287603
149350,246215
269302,573039
604479,252763
688039,438258
971426,573371
978784,130135
314149,854982
146930,363342
886877,192914
803951,336558
852254,92496
106872,430137
168986,792521
654624,42117
833464,186876
860294,483266
620504,308984
238916,54447
694648,385239
483316,69144
259242,141146
519726,726857
435048,322827
668126,419048
480204,900893
381580,253873
126085,616494
399593,49252
836748,64819
949301,750409
492609,741703
626495,716459
210836,990851
454016,511812
634071,747250
807947,103003
928597,629157
223592,322827
522093,717307
102978,920438
829123,424161
459069,432538
52263,324348
441436,261503
708949,45726
613129,454209
699151,138068
291118,295580
145334,653277
714396,542183
602227,927987
478833,992907
962731,721048
133080,295580
358070,394744
580825,784837
914098,141803
9986,114771
410795,392619
523229,238001
754937,252763
18174,686794
80776,762056
867023,647263
60158,928487
875088,489635
637296,300478
948391,421074
614670,480903
331595,804562
151796,938782
376928,186333
63282,913482
64471,392998
241112,423402
88200,392619
379103,10583
88055,524792
704938,533235
526292,432781
753747,664582
268258,604999
846446,738749
73567,241332
481450,522612
982388,52456
950919,221577
552855,661935
820362,974649
35941,907965
331070,984089
801901,72475
175474,18062
657213,925052
833892,385239
888720,840552
513170,991948
5182,203696
247861,359006
58746,849404
318665,54447
405718,232890
698207,401136
987470,625681
538145,529693
631699,951057
437596,582925
712641,574467
931866,394746
314899,500376
980148,379545
342316,854140
785233,881691
766207,920438
409335,398628
337897,649278
976346,452431
853051,728593
971264,763809
44997,983299
67295,812720
728502,974649
679848,653981
743616,470635
450468,370507
77446,267958
964505,708725
298697,669924
488862,286627
249010,318635
899614,813686
147633,78447
437677,125514
19463,404031
319586,15948
986088,925215
504151,545092
709940,80928
625433,165441
510519,803339
291152,672248
231760,291001
551000,298586
249654,856737
811581,489486
492154,180171
970166,269869
736680,157435
42937,440188
556235,256128
908210,300172
694887,298586
955453,15948
1933,398529
841435,907965
867934,401645
570460,613929
343576,959269
317107,375239
959352,900893
254673,987099
331164,270129
19890,733897
710144,505997
704651,432538
298194,848072
872363,911089
379103,160823
368066,601869
571356,453680
201649,209998
591721,792461
617659,49252
916309,359006
212903,343774
981308,500153
3916,382327
335818,527644
836979,419409
986704,616238
336964,26757
99284,248832
72036,186876
363259,399847
776905,625681
621335,772463
673871,712977
965315,686145
760158,809468
947614,716459
155045,645179
435629,515480
38874,266897
45146,156427
377865,391135
285291,334146
991559,733897
4228,726920
445412,304173
921507,29288
86808,493716
169951,489249
479322,856737
60449,188348
709110,862617
740925,306872
725328,525174
3624,160823
961925,280551
44931,446980
276468,266897
379149,297562
450507,324348
775693,840552
908210,411179
441918,946018
52661,487332
990805,959269
75214,34121
38988,600237
960480,881691
77422,716459
551006,765180
448860,121858
492154,760797
202092,700817
848002,373871
133357,75360
385394,949684
590700,284030
905348,12415
866666,974649
831976,819448
646630,37289
22173,324348
224605,696172
464175,253378
615700,841513
332932,380251
680664,994357
885058,188348
671494,297562
583530,973879
333826,647263
141909,938348
1366,524691
860772,925215
988139,941544
6500,567788
548222,918465
696821,262132
101989,989678
1382,36149
40151,822653
20975,647263
784126,140041
759340,253873
908427,637446
590811,80160
891916,134956
991179,333220
38452,616494
328918,870584
770769,749445
527403,526195
811404,511812
31334,554190
513114,432781
485723,962256
64471,605383
121034,95593
96435,734288
427398,673524
994462,163425
626013,609997
203421,138068
825990,73910
585093,909304
351514,118670
731852,132284
619368,405764
27656,962708
600584,685834
832211,200591
242389,391135
29547,603797
409526,389275
869095,157008
360467,880442
369343,328890
72245,15948
441764,301408
491978,545092
682452,334279
134435,712004
988139,300172
561149,813588
249178,696172
384968,772463
715050,60489
204880,633727
780918,683285
197667,425384
413112,432781
77706,627782
249073,922507
568107,14869
684520,681105
715862,792521
508714,103103
178023,706923
439962,777842
664514,959269
745464,322827
939921,248832
802582,645179
50406,701753
739993,865355
690089,293888
363436,531361
203238,601215
12970,889812
4232,318271
363259,548794
114752,747105
693393,759639
125252,276125
537804,911089
598870,301380
844611,763809
664199,385925
789430,480903
357677,258958
966575,619255
116589,150177
805846,871318
10820,786412
143608,604792
37036,483266
710116,915395
67295,202053
78108,440188
837826,489635
308907,913808
249994,281686
729181,359476
962537,132300
964213,15410
183235,125564
1933,34121
255176,89857
574207,92688
302332,298586
722708,647178
355293,308984
143608,586608
223222,302988
300505,424161
628153,799190
276419,142463
175894,327588
189712,785814
291547,93187
757685,515480
361674,640445
485603,99108
767743,814451
493032,593671
210836,859876
836387,167346
719869,762056
117886,987099
178329,721083
315564,726220
115773,550851
925306,440188
485723,732367
113967,862302
865846,575088
299160,295580
314893,711674
721700,960923
495087,555782
406460,785614
179336,907965
805214,534093
189383,539970
448073,718489
721551,283916
49851,806024
516232,645179
887372,784837
234019,854982
837225,333682
661379,11228
368814,304672
444202,141995
73017,151937
40325,712977
507192,759639
692460,542183
239968,994357
802426,740761
687049,959269
809234,919923
438532,825889
949968,813605
438510,317522
599756,453680
313879,131081
568222,559933
603440,359111
656410,382533
794882,559933
856810,489083
881603,661935
687111,368373
543317,633727
326585,825629
925306,996356
621335,74585
755312,591431
406460,167346
302391,338143
471145,600237
98090,375970
454664,831577
207156,17953
199917,68463
363259,460504
855328,131081
985320,485135
132363,795755
962723,856503
875088,524691
478817,328242
743331,186333
141317,577206
249485,321325
660172,261503
12986,131081
446270,708725
772151,418479
565306,419409
359596,375239
427636,412848
347982,764514
803436,405585
436736,809218
653462,50544
137938,72475
763688,934853
139745,121858
476354,504932
4910,581926
152770,489249
646131,706678
20497,10583
532830,189347
90826,318241
648035,513219
216479,318241
863662,452431
765048,112614
474438,245383
264538,505997
776554,177811
3954,60170
216061,955294
734105,267835
144903,789413
940943,694722
359598,762056
265636,814451
785046,879152
331508,252302
299683,442335
352929,444318
370355,391135
207756,378573
728835,657589
702087,15410
859215,283916
496488,987099
935800,837986
862607,575335
15011,31571
102614,473086
573310,347273
991179,806883
790303,46054
680180,44000
633324,102765
432771,670733
846446,575335
700076,373498
513170,963775
527081,852538
653462,389275
585704,894513
194280,334279
640449,954276
24372,716459
269808,398628
222274,613929
448073,688532
619087,515945
672699,527102
221202,81497
477682,685834
596385,716831
369775,601351
669,548439
58234,752655
300313,368373
550272,203696
902754,502183
281437,550851
655785,359476
337771,150177
463848,573836
665057,756863
111460,480903
449845,582805
687617,405764
752781,524792
954437,801031
548532,301408
35877,239188
846937,259037
387910,634745
484160,721606
212799,747105
246997,73910
615700,927576
97315,275822
834766,708725
465138,527644
37742,978285
654624,760962
713884,322827
60158,411278
933924,955294
248389,460621
651552,332893
646706,103351
548222,267840
96031,102827
306977,386988
255413,151937
18041,799190
688693,885634
708872,232890
507254,15930
749864,554850
497173,132300
15321,103103
618079,990851
742559,721048
671279,217588
341445,947746
470022,177811
974276,717723
478833,575335
190457,721362
460037,698879
872175,983299
576964,185514
357677,177811
954087,664582
609872,295021
773486,253378
645083,234287
101613,862302
139170,213440
578442,222366
543397,425384
955793,465188
529781,865355
986021,890284
785191,632009
880210,45726
526474,221549
483329,527201
905153,195483
324716,429483
176196,225133
9986,734288
168986,173739
764380,17743
659868,947484
333653,193367
721700,541907
9371,378573
936203,603518
193622,813297
247148,395930
808133,255617
305019,647698
293218,409755
132363,913482
632751,244306
190143,111022
702089,403034
368814,983299
801838,639046
684745,967022
676409,915117
536291,854360
750427,633727
333653,801031
474438,941544
264611,278885
515703,395930
791338,562322
617659,69898
637296,967022
387993,603797
432288,887776
710835,35848
77916,283131
765630,36149
578519,842383
349572,560564
157922,253873
944196,394732
925779,73910
596390,255234
865846,545092
213449,68967
31665,402856
33552,459612
42564,458227
253258,171571
465893,293350
341755,409755
213293,335111
636635,20946
918038,475287
685904,833211
671524,84427
531052,34027
560194,255617
114391,243223
747040,234287
91844,57142
534743,840552
817367,722015
54344,359476
955468,141803
351514,15930
89723,604129
933924,629157
504151,40585
399369,804247
767124,962256
725240,763315
102978,834998
761548,454619
140798,747250
486415,962708
394429,738749
202503,638614
713172,433624
621953,417419
355344,779995
841766,750409
248992,599837
177214,671403
614347,80160
395235,450350
911715,370507
612788,674352
283606,402060
80776,291001
828504,338828
449328,356027
471145,325831
248282,125564
188823,78447
500649,473086
679848,134956
470506,524792
839089,637446
586972,42117
186161,626468
213449,823327
155122,440188
728689,981897
137279,978382
179664,21387
257598,267840
358231,636002
10269,268413
954714,284207
453723,485220
857316,368373
428476,919923
262078,749445
475950,56221
242037,157435
399863,915117
522093,938782
846937,801031
706776,792461
549758,148070
168986,382118
798769,342456
491190,937870
192286,99108
506503,632457
614347,852706
348751,12531
966653,882943
236836,819448
402031,211767
102505,792521
202128,327588
397522,203383
741066,505997
434605,890284
722708,444297
57967,264642
19463,653981
109892,69144
673828,925855
262078,992235
467325,142463
373824,401136
638885,996356
397522,195473
339845,254611
334612,789413
334612,391699
970166,766098
27113,35848
752345,73746
686869,487332
383670,562610
692460,10583
531321,80160
333826,197404
263176,244982
655785,998712
733857,128731
201601,721362
418970,290150
872363,125514
336964,46054
104217,548794
351715,281758
985320,489486
571882,485135
167352,647698
558883,281758
845,380251
481281,681105
536651,616494
848144,911891
26072,444297
368416,726920
956520,37555
20975,392998
134948,473086
695991,301380
786315,371847
891548,525174
332494,257955
317566,622075
966700,15930
691705,172544
759349,410419
709189,763809
769128,962708
586972,392868
74405,392998
190092,843687
684745,554190
710182,800066
492405,253875
729062,156427
271852,252918
350499,274700
642800,859783
34467,661935
227745,527201
43128,674352
405861,165441
552584,465260
608798,205370
753747,489249
925685,980467
422516,601215
351842,994974
160950,157435
169708,370507
932283,840552
239387,927576
193735,312036
80807,873266
327087,36149
383919,102302
497575,992907
902018,750409
956934,785814
915161,370507
602227,125969
636807,603518
590530,157008
958205,869029
163933,638614
833399,211767
419701,659660
446491,657589
26658,121858
594744,760962
956520,259255
823566,452431
140504,567201
932886,862587
546401,575335
141259,539970
492153,672248
897873,196473
110369,467334
135700,12415
679735,74585
709610,874140
657536,333220
59340,9940
79525,483266
395453,379593
255159,716254
455850,313061
300855,534093
467998,280551
15576,402060
634515,911089
640422,167346
44997,402856
794846,545092
523180,302988
126238,712004
967780,632009
347573,200591
811003,363034
722708,398628
516232,86789
892075,618450
622377,454896
666201,398628
669807,487332
634071,916360
886334,221549
790303,422793
561706,637049
338893,304173
873965,254611
899522,413638
931990,57142
464205,132300
971264,585906
894674,166195
28773,843687
887778,515945
614818,671403
737439,657365
335503,252302
749864,605383
269808,779995
276615,410419
384719,483266
879033,626715
18041,585906
216334,384540
470962,588842
630114,626568
284366,394945
870935,346403
48261,672248
196725,668558
553707,218693
687617,841513
371644,881691
586091,209866
953570,627782
104045,197404
75271,458761
83415,275914
710835,454619
31665,740065
705231,925052
10820,256128
921591,862302
415167,101601
220955,189347
831976,868470
542008,252715
38452,114771
777739,907965
545212,304979
828560,200591
21750,954612
690230,238480
562603,672885
199524,106178
659551,245383
634074,344988
576964,581926
383197,813297
419674,664582
14909,460621
160652,721048
655031,303866
864412,304979
387811,239577
334435,334441
881603,608770
18041,486014
503227,214014
625547,412848
95761,52885
981357,937870
716572,653277
349988,95593
305685,917999
857923,367193
616768,11228
959578,429617
23497,949684
799246,392998
885364,925855
716572,854360
134790,370507
887906,253529
295194,356027
794051,840552
928358,843687
287496,985852
987708,253378
965338,85282
752681,80928
23497,974649
249685,978285
424327,645179
493661,332893
727817,172266
335376,171571
699151,359006
141052,106624
335873,627782
299823,150177
423728,978382
347573,21387
831792,546629
780340,704939
923507,657224
335063,638614
833153,799190
525864,556962
690089,245383
870935,103003
935374,593671
119679,120331
360866,193367
963285,294514
977904,885634
400495,15930
757685,35344
641655,840473
819160,907965
650983,616494
15432,779995
987424,938782
755393,852538
205733,651012
866855,483397
130005,541907
662910,459612
449117,736380
3774,562322
446377,593671
753714,806024
585093,238001
402250,370507
36146,305927
696882,241332
532219,198190
405356,253873
341374,132465
51407,661935
838917,268413
49509,252715
848660,141803
836595,253378
492943,95593
988041,177811
272426,4820
621137,616238
141266,148070
617889,100573
215012,616494
29665,922507
28185,364906
619368,633727
109892,401136
758183,68967
249994,244306
40935,591431
544921,970072
470758,505158
431934,402060
361614,616238
163752,451281
861633,647385
491190,332668
5281,286627
432950,99108
663567,343774
923743,385925
875042,716459
683710,518805
313879,391135
354919,222366
494849,738130
205733,627782
121349,620058
141408,423006
935499,983299
728230,345698
10820,409755
267263,332893
198260,125564
961258,175507
348172,473086
250882,900192
383551,548439
544414,733897
241190,862975
823956,873667
868800,601351
517877,284207
21647,489635
25025,395930
756430,706923
400495,927576
876264,364313
513114,668558
570228,513219
972499,272826
421320,683285
672674,752655
90826,870584
460129,257955
217033,325413
418801,819448
683577,997182
942772,439719
13725,504932
251546,270835
499005,398628
602821,879152
238916,268413
433318,727934
208801,759639
961199,559933
248866,822820
341445,928487
224605,937870
347268,335111
410480,861723
616018,281758
664199,18016
431609,500376
175102,831577
781758,582925
707158,172544
262354,669924
408600,712977
235747,322827
30612,661935
909087,794058
408600,800066
464175,657365
813010,189874
216287,825889
575367,861723
426036,395930
526474,814451
837424,172266
912529,291001
712109,704839
5799,676533
794882,412848
845080,284207
956383,100573
927273,681250
333621,418479
169951,287603
264899,632009
970486,346972
596385,245383
210836,54447
84562,822820
945552,83430
537804,209456
532593,915395
330388,283131
824735,513285
223592,256128
709610,983941
482167,559933
487849,465188
886719,738130
601327,524691
923507,73746
351842,363342
614347,41348
979626,998712
855504,198190
264946,69898
876040,625681
313879,286627
770700,173739
669909,368373
332494,52885
650979,238866
873154,640654
267245,637616
134435,804247
300902,913482
90233,640654
987602,402856
468969,475287
664271,196473
78416,8428
867726,423271
530789,259255
946431,382118
564180,68463
812433,358058
765630,186890
493661,994357
482428,626468
845359,603797
851176,226124
141259,918465
654524,716459
927245,152965
490466,132284
188579,40585
794369,916360
483316,511812
433569,742876
308742,813605
888439,328890
40325,513285
686869,42117
556323,141146
563159,371847
563050,800066
204880,161274
321208,358058
101322,882943
126291,567788
695544,704839
702889,175507
289143,454896
47852,304312
576678,792058
835935,252715
381992,44000
841337,925215
881023,639358
419674,876862
956320,688532
809446,274700
493375,102869
427453,648226
224992,721606
79525,257955
335813,584695
578031,659660
820143,11228
192147,932184
343835,163425
311981,10583
440278,324348
617889,947484
813661,267835
584693,474670
539114,100573
192616,777842
692563,236377
241335,392868
431256,803339
59975,391126
978523,143094
369183,634745
537121,304672
781431,319392
672128,501186
769128,558477
464777,165441
668473,230828
949968,820186
521802,654623
430359,605383
331164,909994
985168,947746
385677,49252
83375,248999
600772,810552
588042,861723
930077,868470
478639,102827
241335,287603
629923,252683
98037,112079
476524,528129
305035,752655
895461,256128
175398,274611
299100,54447
77916,862302
182664,9940
349037,192914
5344,573371
145855,555782
924344,81859
239387,599837
223222,99108
520492,621110
355456,339354
720321,960923
563159,267899
394429,953516
811365,683285
800523,231724
269149,976751
564259,908390
149662,112768
77785,50188
110369,422793
441554,804562
492299,848072
986021,385925
729062,559933
502125,36149
410235,423402
987424,978285
403533,829424
397522,567201
961996,661935
84303,444297
487526,429483
666106,172544
728835,678981
333653,413638
816614,444318
78721,618264
885746,291001
658852,806024
954162,373871
551056,978382
274387,609997
820870,392619
247861,313614
197299,829424
459119,920438
433172,398628
247536,925215
433306,489486
834067,103351
378756,452431
291152,741703
977409,93187
423289,825889
75214,68463
179900,248999
993692,523662
71752,32379
368814,50188
479837,284207
407044,131081
870860,638614
193606,385239
588298,594312
938720,382118
386207,264642
290212,11228
754937,334279
43112,382118
470506,749445
998668,728477
511994,308984
575106,645179
831976,257955
517635,681250
490466,34121
312800,58916
379106,34027
643507,293988
832613,284030
322009,505158
466425,778291
163752,34158
400088,468584
327224,474670
508063,234455
991443,584695
459069,938782
775867,990592
928358,47540
605874,34158
133671,784837
323009,563077
676258,429617
567564,736380
425171,900893
985144,584695
731045,252302
526889,78447
995191,546629
332557,718489
975057,80160
200117,305927
735857,913482
110369,467855
303993,997182
12970,403034
808133,951057
780773,582805
850579,148127
575367,659660
25025,785814
291118,238866
293776,605383
509410,163123
206930,901300
347268,726220
67563,346575
53816,985462
523061,633727
178480,873667
336964,93621
556710,585906
951876,132284
465138,722015
249073,837334
981357,353565
29665,634745
931990,760962
966449,580274
86808,272826
353925,349370
963053,450350
403533,985462
293218,4820
42937,104951
537847,172266
918961,130302
888380,267899
141066,526195
956383,613328
445412,619255
178023,382327
659435,920438
397776,284207
538284,913808
136631,193026
703780,346972
110671,432781
156938,29288
479009,92496
34391,192914
35820,373871
42564,556962
523625,268413
700076,657589
827401,151937
769370,778291
242389,608770
621953,249949
693142,300478
274101,524691
116589,394732
310695,493716
71000,704839
492136,35344
708805,524792
480218,375220
979646,379986
437979,269869
365110,548794
343576,854146
908210,54447
734027,521030
560575,118670
520745,454896
346485,230828
933941,391135
614860,132300
968990,962256
987602,460621
75660,787515
741066,333220
998175,160585
47801,938348
438510,799190
837205,4820
685892,239188
769823,756863
86703,909304
759349,454619
643580,704839
60158,255234
525332,726920
446445,386378
665327,262132
28729,125969
585215,554190
49862,716254
147822,397006
817018,254611
657743,444318
