author_id,name
928060,Mr. Thomas Stewart DVM
876862,Kim Burns
334146,David Robinson
377155,Noah King
545092,Rebecca Fox
301380,Linda Taylor
704839,Christopher Mejia Jr.
741703,Anthony Gibson
92496,Shelley Johnson
2390,Erik Williams
10583,Kimberly Fritz
932184,Dustin Mccoy
348505,Ronald Wilson
854360,Dana Jimenez
301408,Zachary Schmidt
837986,Tyler Reed
344418,Jennifer Johnson
278885,Peter Berg
364906,David Avila
706923,Steven Ferguson
465260,Joshua Cantu
938348,Tracie White
102765,Leslie Reeves
772463,Amy Bernard
221549,Alexandra Terrell
967022,Mr. Thomas Wilson
897395,Rebecca Clarke
919923,Gabriel Floyd
651637,Danny Keller
985462,Edward Parrish
522612,Monica Brown
82298,Robert Orr
862587,Kevin Andrews
639358,David Hoover
151937,Natalie Hill
41348,Peggy Jensen
467334,Brandi Roth
594312,Derek Chavez II
221577,Michael Cox
145802,Brittney Luna
197003,Lisa Salinas
573836,Tamara Williams
252302,Joshua Lane
913808,Susan Torres
700817,Gregory Jensen
192914,Teresa Ross
524691,Micheal Solis
688532,Victor Bell
424338,Brittany George
397712,Jody Stevens
862617,Marc Williams
432538,Jeffrey Wood
960923,Elizabeth King
629157,John English
502183,Bryan Palmer
37289,Douglas Smith
704939,James Brewer
102827,Robert Pineda
111022,Melinda Watson
661935,Katie Wyatt
238001,Sabrina Hicks
160180,Zachary Pitts
47540,Steven Graves
715190,Thomas Washington
856503,Michelle Werner PhD
342456,Jonathan Thomas
375220,Felicia Mccormick
909754,Caroline Lopez
272826,Charles Collins
500153,Daniel Lowery
213440,James Malone
694722,Amber Morris
264642,Mary Wu
657860,Christopher Jordan
784837,Juan Campbell
246215,Randall Smith
375239,Chelsea Cole
334279,Kathryn Compton
84427,Thomas Jones
410063,Roy Levine
362960,George Harris
346575,Tony Newman
721362,Jerry Potts
20946,Elizabeth Brooks
879061,Wanda Adams
799190,Nicole Thompson
102869,Craig Jackson
311774,Nichole Little
293350,Rebecca Jordan
399847,Meredith Mullen
141803,Andrew Blair
567788,Autumn Lewis
989678,Christopher David
917999,Cheryl Murphy
270835,Jason Riley
217588,Misty Rodriguez
104951,Charles Bennett
524792,Jason Hamilton
672248,Peter Moore
557559,James Kelly
283131,Ms. Linda Rodriguez
897529,Taylor Garza
717307,Gabriela Bennett
809468,Michelle Martinez
698879,Joy Webster
172544,Rachel Brooks
186876,Mark Lewis
608770,Nicole Lopez
504323,Thomas Lawson
446980,Jacqueline Lopez
193026,Rebecca Rangel
637446,Jessica Villanueva
528902,Deborah Nelson
186890,Ricardo Alexander
803339,Janice Martin
35344,Michael Greer
92688,Gary Alexander
647698,Katherine Stout
391699,Melissa Garner
911891,Ann Murray
14869,Alexa Wall
813588,Dwayne Silva
756243,Zachary Bridges
363034,Linda Burns
825889,Lori Howell
813605,Heidi Ballard
45611,Victoria Hunt
556,Jasmine Newton
825902,Michael Lowe
879152,Carrie Williams
209456,Michael Suarez
674352,Raymond Perez
328242,Mr. Christopher Bowers
14900,Alexis Carlson
621110,Bryce Brooks
825913,Robert Hood
852538,Audrey Allison
205370,John Maldonado
924220,Michael Vazquez
404031,Jason Lamb
762441,Justin Lopez
125514,Danielle Smith
244306,Patricia Watson
367193,Andrea Moore
297562,Travis Cox
103003,Jennifer Weiss
457308,Richard Martinez
359006,Christine Clark
764514,Amanda Smith
148070,Michael Jones
29288,Jocelyn Contreras
334441,Brandi May
553581,Sean Mendoza
78447,Tommy Schmitt
424564,Marilyn Davis
813686,Julie Stanton
203383,Zachary Smith
604792,Jacob Wilson
125564,Mr. Jason Moyer
486014,Sherry Mccormick
688776,Justin Flores
402060,Alexander Day
432781,Wendy Pierce
842383,Tara Williams
266897,Catherine Everett MD
254611,Stephanie Cobb
518805,Maureen Burton
500376,Jacob Lee
379545,Jennifer Hodges
395930,Russell Evans
295580,Andrew Mendez
653981,Justin Gill
45726,Johnny Armstrong
148127,Jamie Smith
150177,Ellen Flores
209570,Mr. James Savage MD
856737,Annette Hernandez
869029,Mary Chapman
537258,Karen Daugherty
909994,Margaret Giles
141995,Matthew Harmon
336558,Adam Little
418479,Andrew Levy
637616,Anthony Orr
580274,Steven Grant
848563,Linda Shah
451252,Kelsey Baker
676533,Danielle White
37555,Maureen Cook
907965,Dawn Warren
103103,Christopher Young
721606,Andre Booker
359111,Sherri Trujillo
379593,Ashley Thompson
686794,Cameron Lamb
733897,James Jones
991948,Stacey Smith
451281,Kayla Martinez
4820,Matthew Brown
412373,Joshua Jennings
797398,Elizabeth Cooper
588503,Lauren Peterson
785111,Kimberly Aguilar
740065,Andre Nicholson
852706,Suzanne Hurley
312036,Donna Lambert
928487,Elizabeth Washington
533235,Kylie Morris
619255,Casey Mcmillan
303866,Lisa Noble
500475,Brittany Payne
324348,Rachel Williams
373498,Leslie Riggs
527102,Kelly Miller
862975,Anthony Chang
78590,Anthony Bradley
985852,Tina Saunders
535299,Jimmy Bowers
86789,Rachel Rhodes
555782,Victoria Greene
305927,Bridget Love
140041,Tiffany Hill
60170,Shelby Gray
252683,Valerie Mcdaniel
156427,Mary Chaney MD
668430,Keith Dawson
951057,Kathleen Acosta
983828,Kimberly Perry
840473,Mikayla Burns
234267,Zachary Horton
197404,Lisa Parsons
394011,Cynthia Hart
938782,Wanda Greene
922399,Dennis Smith
72475,Christopher Smith
318241,Stephen Logan
564002,Wendy Schwartz
99108,Elizabeth Reed
959269,William Smith
674597,Christie Cole
252715,Crystal Reynolds
234287,Peter Harris
873266,Danielle Hudson
410419,Sylvia Boone
211767,Steven Sullivan
559933,Diana Le
918335,Timothy Perez
887616,Michael Williams
318271,Harry Garcia
74559,Benjamin Johnson
269126,Kimberly Cortez
604999,Lisa Lawson
521030,Erica Walker
750409,Alyssa Hull
521033,Jessica Allen
160585,Andrew Martinez
226124,Evan Combs
363342,Joshua Hansen
328529,Nathan Snyder
738130,Samantha Evans
31571,Kristine Moore
138068,Margaret Ball
703317,Andrew Haas
193367,Taylor Bradshaw
74585,Alicia Donaldson
236377,Anna Mitchell
252763,Brandy Mccormick
459612,Jeffrey Mitchell
346972,Jennifer Parker
998237,Larry Garcia
527201,Joseph Mckay
840552,Mrs. Christine Bush
68463,John Miller
586608,Alison Webb
287603,Alexis Adkins
648053,Cathy Coleman
525174,James Adams
920438,Maria Cross
332668,Steven Haas
727934,Xavier Brown
633727,Mr. Michael Meza MD
885634,Jennifer Kane
533380,Javier Harrington
385925,Amanda Brown
983941,Jaime Nguyen MD
646020,Christine Walker
916360,Miss Kathleen Vaughn
981897,Bryan Gaines
734088,Chelsea Hendrix
922507,Lisa Johnson
338828,Michael Simmons
21387,Matthew Singleton
258958,Daniel Stewart
668558,James Abbott
238480,Kyle Gallegos
467855,Nicholas Bennett
195473,Sean Clark
768913,Kevin Sherman
232340,Steven Carter
621460,Michele Lewis
871318,Eric Campbell
195483,Michael Grant
344988,Sean Diaz
56221,Erin English
717723,Colton Cochran
975772,Sherry Green
955294,Timothy Fisher
531361,Timothy Smith
189347,Brenda Young
789413,Debbie Mckee
508838,Michael Mcpherson
101291,Sarah Ortega
203696,Bethany Cruz
385971,Elizabeth Long
103351,Keith Salazar
457656,James Davis
914369,Kimberly Owens
918465,Daniel Reynolds
934853,Tyler Wiley
854982,Justin Simmons
209866,James Conway
748491,Luis Reeves
400335,Pedro Brandt
613328,Ann Marquez
893906,Olivia Kennedy
889812,Dr. Tanner Peterson
234455,Jenna Savage
820186,Mackenzie Lopez
11228,Elijah Fernandez
760797,Jennifer Gallegos
259037,Lucas Brown
44000,Shannon Mack
887776,Kristin Wall
869346,Lisa Chapman
97253,Wanda Chen
46054,Justin Welch
992235,John Willis
797686,Justin Frank
584695,Mrs. Pamela Davis
252918,Steven Dickson
711674,Sarah Fowler
762877,Kelly Mcdowell
214014,Danny Conner
248832,Kevin Hunt
293888,Vanessa Ross
121858,Ms. Krystal Dodson
574467,Paul Becker
93187,Pamela Ramirez
996356,Tamara Stewart
664582,Dalton Gibson
959495,Darryl Miller
35848,Michael Johns
773129,Shawn Morales
156684,Amanda Johnson
50188,Isabella Andrews
670733,Gerald Cortez
752655,Melissa Norris
125969,Shannon Allen
625681,Jessica Carey
984089,Amy Hayes
881691,Mark Huff
168989,Daniel Rodriguez
80928,Alexis Perez
648226,Charles Lynch
893988,Matthew Morales
588842,Carlos Downs
304173,Kathryn Hicks
453680,Corey Reynolds
15410,Matthew Nixon
359476,David Rodriguez
994357,Melissa Harrell
973879,Bryan Fernandez
160823,Samantha Hill
787515,Audrey Stark
678981,William Grimes
820294,Cynthia Jones
627782,Daniel Brewer
60489,Travis Macias
865355,Amanda Lee
209998,Kathleen Freeman
734288,Erika Hawkins
379986,Steven Martinez
506964,Gina Taylor
281686,Erik House
130135,David Wells
519259,Nathan Murray
332893,Katie Parker
423006,Christopher Elliott
722015,Yolanda Sims
900192,Zachary Salas
840801,Martin Brooks
636002,Maurice Reynolds
293988,Patrick Robertson
504932,Melissa Lopez
908390,Lynn Rogers
498789,Mark Walker
162920,Thomas Alvarez
390247,Samuel Lawson
795755,William Hudson
164975,Robert Casey
373871,Aaron Murray
31857,Tina Wong
672885,Karen Snow
752759,Amy Day
736380,Dawn Martin
148605,Cynthia Mills
601215,Kari Vargas
777343,Robin Bright
756863,Joshua Sellers
760962,Nicole Sanford
668803,Andrew Jackson
142463,Cheryl Smith
42117,Nathan Salinas
371847,Jason Adams
806024,Cynthia Valencia
347273,Bonnie Gaines
300172,Cassandra Parker
826508,Kimberly Miller
681105,Aaron Wilson
562322,Jacob Roberts
582805,Samuel Jordan
232602,William Robinson
222366,Jasmin Jackson
281758,Tiffany Moore
375970,Justin Carr
437412,Bonnie Dunn
382118,James Larson
248999,William Acosta
898216,Steven Wells
185514,Karla Lawrence
318635,Victoria Lam
953516,Dustin Patrick
54447,Tracy Murray
412848,Casey Green
859312,Christopher Moore
230580,Allison Leon MD
259255,Cindy Campbell
304312,Chelsea Ball
349370,Gary Thompson
328890,Victor Potter
132284,Dalton Peterson
963775,Gina Small
980160,Michael Donovan
398529,Amanda Nixon
873667,Nicole Wolf
513219,Ryan Orozco
605383,Angel Jimenez
632009,Keith Torres
132300,Gregory Stein
990413,Rebecca Fry
554190,Sandy Cruz
732367,Jonathan Mueller
726220,Carrie Pham
785614,Thomas Sanchez
421074,Tracy Gill
541907,Raymond Martinez DDS
892115,Sherri Roberts
435414,Lisa Saunders
101601,Roger Riley
52456,Fernando Nunez
15592,Michael Lopez DDS
419048,Jessica Thompson
34027,Jacob Lowe
769266,Christopher Soto
244982,Nathan Walls
918777,Derek Chandler
580860,Paula Jimenez
765180,Noah Baker
130302,Chris Bennett
838913,Carlos Shaw
255234,Martin Pearson
988417,Matthew Brock
513285,Christopher Robertson
335111,Justin Burke
601351,Megan Neal
322827,Marie Santos
283916,Adam Perez
582925,Karen Lee
212241,Christopher Gallagher
238866,Gregory Perry
683285,Jennifer Banks
341275,Tracey Levy
947484,Scott Dillon
529693,Lisa Lee
527644,Austin Hernandez
353565,Tamara Steele
654623,Thomas Foley
85282,Zachary Baxter
681250,Dr. Amanda Edwards
398628,Brandon Jordan
163123,April Graves
613683,Katherine Moore
64819,Tina Brown
36149,Jessica Farmer
998712,Charles Cooper
701753,Paige Chambers
785726,Stanley Shaw
800066,Veronica Yu
539970,Jaime Colon
712004,Jacob Moran
202053,Stacey Cantrell
505158,Jamie Long MD
34121,Michael Hampton
386378,Laura Hines
422793,Ashley Garcia
17743,Jennifer Jordan
470352,Michael Patel
83279,Dale Haney
157008,Patrick Scott
349526,Daniel Tyler
970072,Patricia Holloway
380251,Michael Brown
509280,Neil White
503140,Michelle Montes
773476,Sarah King MD
290150,Deborah Huynh
423271,Jasmine Johnson
68967,Destiny Collins
95593,Mrs. Jennifer Williams
978285,Jerry Moore
275822,Michele Romero
34158,Joe Miller
50544,Jose Bishop
132465,Mallory Clements
814451,Michael Mckay
7539,Kevin Miller
382327,Kevin Coleman
925052,Brittany Summers
822653,Michelle Cooper
603518,Robert Jackson
261503,Amy Gonzales
482685,Matthew Cohen
284030,Aaron Hall
990592,Paul Griffith
363909,David Hines
152965,Thomas Morgan
718219,Amy Rollins
558477,Karen Jacobs
523662,Roberto Fischer
175507,Wendy Herrera
322964,Jasmine Tran
785814,Savannah Lucero
804247,Brooke Schroeder
157080,Robert Morgan
740761,Crystal Bowen
339354,Christy Oconnor
515480,Robin Acosta
728477,Evan Fowler
333220,Sean Green
439719,Andrea Ortega
402856,Shannon Prince
425384,Jessica Lane
392619,Emily Benson
230828,Kathryn Perry
890284,Nancy Lewis
429483,Robert White
189874,Robert Barker
763315,Angela Ballard
167346,Crystal Gonzalez
93621,Shane Clark
949684,Brittany Levine
834998,Steven Ford
560564,Brian Williams
562610,Stephen Marshall
232890,Mary Mata
546236,Daniel Le
640445,Shelly Flowers
300478,Madison Schwartz
738749,Scott Santos
169408,Justin Stevens
253378,Scott Mills Jr.
501186,Timothy Edwards
841160,Edward Richards
275914,Nancy Mcconnell
794058,Teresa Mcclure
978382,Cory Nguyen
112079,Dr. Jeremiah Clark
433624,Karen Holland
550360,Nichole Knight
558554,Bethany Holder
742876,Amy Baker
716254,Sara Nelson
876000,Gregory Lee
83430,Richard Finley
542183,Peter Lee
941544,Donald Bush
423402,William Schroeder
269803,Steven Martin
394732,David Sparks
671214,Amanda Hall
980467,Dalton Johnson
146932,Marissa Newman
458227,Jeffery Diaz
394744,Douglas Glover
792058,Christine Contreras
622075,Michael Mckenzie
849404,Manuel Burnett
161274,Marissa Leblanc
394746,Megan Thomas
9737,Janet Webb
120331,Jason Stephens
728593,Kimberly Sanders
243223,Francisco Harmon
69144,Erin Schwartz
620058,Jason Gordon
861723,Linda Avery
384540,Lonnie George
925215,Terri Young
304672,Morgan Roach
17953,Steven Carlson
947746,Brett Davila
58916,Tammy Bentley
822820,Kevin Smith
67110,Laurie Moore
364071,Richard Morrow
613929,Valerie Rodriguez
411179,Corey Ford
269869,Christopher Adams
474670,Richard Taylor
284207,Adrian Liu
198190,James Henry
429617,Elizabeth Evans
894513,Eric Nelson
171571,Brian Jordan
620084,Kevin Hester
859701,Allen Johnson
810552,William Scott
15930,Crystal Klein
267835,Tricia Welch
267840,Elizabeth Hines
454209,Kimberly Tran
923202,Tonya Cox
165441,Austin Stevens
382533,Veronica White
880197,Kimberly Lucas
591431,Richard Harrington
218693,Amber Barnes
513611,Sabrina Hughes
15948,Daniel Garcia
534093,Gregory Sparks
419409,Susan Young
239188,Tamara Horn
638549,Max Wilson
548439,Courtney Harris
253529,Joseph Howell
403034,Joseph Long
81497,Brittney Kim
298586,Mr. Eric Clark
157278,Cody Tucker
18016,Ryan Wilson
747105,Jordan Hunt
345698,Alexander Pham
75360,Eric Blackwell
525923,Taylor Eaton
163425,Sharon Shaw
468584,Cameron Riley
470635,Kelly Zuniga
673390,Anita Sparks
573039,Robert Taylor
575088,Miranda Hammond
294514,Dawn Rogers
777842,Alexis Fischer
489083,Heather Bailey
32379,Scott Schultz
267899,Michael Kelley
249471,Mary Garcia
255617,Isaiah Delacruz
990851,William Lynch
859783,Trevor Larson
480903,Eric King
40585,Elizabeth Gonzales
632457,Raymond Nguyen
992907,Sally Miller
417419,Daniel Hopkins
245383,Rebecca Short
640654,Michael Kennedy
411278,Michael Church
18062,Rebecca Nicholson
177811,Carrie Frazier
603797,Kimberly Martinez
638614,Gail Garcia
52885,Christopher Clark
42647,Ricardo Murray
896665,Cindy Lyons
718490,Alexis Carr
718489,Marissa Smith
874140,Kevin Jacobs
276125,Danielle Anderson
994974,Erica Bauer
831139,James Moore
392868,Cynthia Acosta
937637,Jason Alvarez
849574,Matthew Conrad
218792,Jessica Powell
468648,Betty Parrish
358058,Laura Thomas
716459,Adam Mcdaniel
671403,Jennifer Garrett
915117,Nicholas Vazquez DDS
173739,Madeline Taylor
812720,Justin Howard
145072,Amy Knight
241332,Benjamin Marsh
267958,Christina Brown
577206,Michael Ramirez
306872,Jody Porter DVM
356027,John Johnson
833211,Jennifer Perkins
394945,Edward Meyer
106178,Richard Jones
560843,Janet Molina
609997,Teresa Jenkins
397006,Russell Hunt
24271,Adrienne Edwards
962256,Luis Romero
378573,Kimberly Saunders
804562,Charles Gentry
9940,Kevin Mcintosh
837334,Mark Pierce
460504,Dawn Williams
128731,Christopher Cox
779995,Stephanie Kent
372443,Kevin Contreras
343774,Mason Ayala
859876,George Bentley
313061,Amber Garza
476907,Patrick Fletcher
401136,Brandon Ortiz
911089,Connie Nelson
747250,Earl Taylor
442099,David Jackson
673524,Anthony Wiggins
921333,Michael Cooper
143094,Danielle Christensen
368373,Jose Davis
308984,Tim Richmond
157435,Alyssa Ford
89857,Kenneth Thomas
528129,Keith Golden
198403,Dalton Miles
651012,Eduardo Phillips
593671,Karen Nelson MD
937737,Gina Townsend
685834,Andrew Gonzales
216843,Zachary Gibbs
601869,Nancy Mack
485135,Tara Williamson MD
849680,Roy Acosta
696081,Kelsey Stone
311057,Kyle Todd
806675,Tara Gonzalez
673555,Thomas Kim
575254,Charles Hayes
618264,Jessica Franklin
364313,Krista Davidson
900893,James Fuentes
599837,Ryan Landry
489249,Brian Fletcher
626468,Alexander Shaffer
325413,Dr. Oscar Brown II
392998,Sarah Smith
386855,Kevin Bautista
841513,Luis Perkins
134956,Bailey Aguilar
321325,Jonathan Brewer
450350,Timothy Stewart
616238,Lisa Smith
270129,Paul Russell
57142,Melinda Walker
974649,Brandon Page
880442,Timothy Cortez
997182,Jerome Ramos
343875,Allison Jones
511812,Karen Booker
546629,Matthew Richardson
929605,Ricky Smith
511813,David Johnson
657224,Jennifer Lee
726857,Amanda Turner
370507,Gina Medina
460621,Christopher Miller
452431,Ashley Cohen
304979,Kelly Hernandez
759639,Vanessa Walsh
927576,Dylan Gutierrez
857945,Matthew Howard
141146,Austin Lara
151389,Heather Hanson
169824,Jennifer Arias
554850,Dr. John Willis
946018,Tyler Hill
485220,Aaron Torres
575335,Thomas Banks
515945,Philip Macias
749418,Sheri Murray
696172,Brian Holt
225133,Mr. Timothy Obrien
976751,Christine Wang
40816,Bradley Middleton
167793,James Gonzalez
333682,Kelly Boyd
526195,Dawn Ibarra
415605,Christina Bailey
743285,Wayne Jones
634745,Deborah Bush
196473,Shane Washington
440188,Karen Miller
563077,Adrian Santos
749445,Rebecca Torres
294791,Tiffany Waters
726920,Dale Cannon
444297,Nicholas Gonzales
626568,Brandon Velasquez
302988,Cynthia Rose
792461,Holly Lewis
937870,Vanessa Harrell
200591,Isabella Mccoy
118670,Rick Jones
425874,Keith Key
155549,Toni Kirby
102302,Darlene Williams
444318,Bryan Hall
319392,Jason Quinn
567201,William Adams
556962,Joshua Smith
257955,Mr. William Jordan
954276,Linda Erickson
327588,Laura Huff
487332,Samantha Hoffman
843687,Ryan Moore
286627,Dillon Stanley
763809,Cheryl Coleman
970668,Amanda Powell
386988,Rick Warren
253873,Deborah Saunders
384946,Heather Freeman
253875,Micheal Hall
548794,John Juarez
573371,Joshua Wagner
188348,Crystal Harris
278465,Jessica Fox
483266,Megan Fields
550851,Erica Allen
915395,Franklin Waters
757698,Donald Potts
413638,Jeanette Shaw
81859,Glenn Baker
792521,Theresa Newton
75722,Brenda Oneill
180171,Amy Zimmerman
618450,Angelica Ali
657365,Marilyn Wright
391126,Aaron Smith
239577,Bobby Scott
987099,Steven Baxter
454619,Jacob Carlson
186333,Richard Mcmahon
653277,Shelby Frederick
442335,Denise Mathis
391135,Michael Peterson
604129,Amanda Briggs
958434,Rebecca Leonard
827363,Russell Carey
806883,Taylor Ellis
942053,Ashley Schmidt
112614,Jessica Banks
280551,Nicole Hernandez
81899,Mary Byrd
786412,Erin Ellison
829424,Nicole Berger
438258,Dominic Rose
262132,Sarah Gonzales
909304,Amanda Rodriguez
473086,Jennifer George
