checkout_id,issue_date,due_date,actual_return_date,fine,unique_book_id2,customer_id_card_number2
132,2023-01-03,2023-04-27,2023-04-30,0.0,885893,739
133,2023-04-06,2023-04-30,2023-05-01,0.0,722703,2287
134,2023-02-03,2023-03-13,2023-05-02,0.0,467810,5269
135,2023-04-27,2023-05-01,2023-05-06,0.0,333953,112
136,2023-04-04,2023-05-04,2023-05-05,0.0,335935,23272
137,2023-04-22,2023-04-26,2023-05-03,0.0,158504,6669
138,2023-03-24,2023-04-14,2023-05-03,0.0,952844,5134
139,2023-04-13,2023-04-30,2023-05-04,0.0,27601,14156
140,2023-01-01,2023-03-30,2023-04-08,0.0,707722,3652
141,2023-03-16,2023-03-31,2023-04-29,0.0,204222,2665
142,2023-04-04,2023-05-05,2023-05-06,0.0,874817,9562
143,2023-01-04,2023-03-10,2023-04-12,0.0,477237,9838
144,2023-01-19,2023-04-04,2023-04-08,0.0,984065,1145
145,2023-03-11,2023-04-01,2023-04-06,0.0,363637,5351
146,2023-01-08,2023-01-24,2023-02-22,0.0,825958,5061
147,2023-02-20,2023-02-24,2023-03-09,0.0,836489,11160
148,2023-01-27,2023-02-12,2023-05-01,0.0,824143,10450
149,2023-03-21,2023-03-25,2023-04-27,0.0,177532,14647
150,2023-01-31,2023-03-19,2023-04-24,0.0,613423,9581
151,2023-04-13,2023-04-28,2023-05-01,0.0,684818,15662
152,2023-01-16,2023-04-23,2023-04-26,0.0,892528,2760
153,2023-01-11,2023-01-21,2023-02-11,0.0,430577,14833
154,2023-02-03,2023-04-16,2023-04-26,0.0,640904,16009
155,2023-03-06,2023-03-31,2023-05-05,0.0,84577,11440
156,2023-02-07,2023-02-28,2023-05-03,0.0,274389,16720
157,2023-01-11,2023-04-13,2023-04-16,0.0,722988,20598
158,2023-01-26,2023-02-24,2023-04-04,0.0,949285,50
159,2023-01-05,2023-03-21,2023-04-18,0.0,675171,14883
160,2023-01-22,2023-02-23,2023-03-25,0.0,384298,20089
161,2023-03-24,2023-04-01,2023-05-05,0.0,819710,21437
162,2023-03-28,2023-04-29,2023-05-04,0.0,570650,4427
163,2023-04-13,2023-04-22,2023-05-01,0.0,27193,11457
164,2023-03-25,2023-05-03,2023-05-04,0.0,392919,9539
165,2023-03-01,2023-04-29,2023-05-01,0.0,284546,15180
166,2023-01-14,2023-04-14,2023-05-05,0.0,633724,24337
167,2023-03-06,2023-03-22,2023-04-24,0.0,347593,423
168,2023-01-22,2023-04-19,2023-05-01,0.0,981355,6499
169,2023-03-12,2023-04-10,2023-04-29,0.0,154724,17415
170,2023-02-27,2023-03-12,2023-04-23,0.0,503349,16823
171,2023-03-18,2023-04-08,2023-04-13,0.0,965633,13822
172,2023-01-13,2023-01-18,2023-01-23,0.0,935410,8417
173,2023-04-13,2023-04-16,2023-04-28,0.0,824100,24066
174,2023-04-11,2023-04-22,2023-04-26,0.0,732201,23725
175,2023-03-17,2023-04-22,2023-05-06,0.0,314921,13723
176,2023-01-29,2023-03-12,2023-04-03,0.0,345463,9810
177,2023-03-16,2023-04-22,2023-05-05,0.0,3300,5894
178,2023-04-19,2023-05-04,2023-05-05,0.0,911650,2394
179,2023-03-19,2023-04-24,2023-04-27,0.0,851186,13758
180,2023-03-11,2023-04-29,2023-05-01,0.0,5947,16756
181,2023-01-03,2023-01-15,2023-02-16,0.0,401775,4430
182,2023-04-07,2023-04-16,2023-05-05,0.0,436045,21450
183,2023-04-05,2023-04-10,2023-04-11,0.0,984513,6516
184,2023-04-15,2023-05-06,2023-05-07,0.0,761518,14581
185,2023-04-22,2023-04-26,2023-05-05,0.0,657926,17144
186,2023-02-03,2023-05-04,2023-05-05,0.0,817352,14163
187,2023-01-25,2023-03-05,2023-03-06,0.0,357841,353
188,2023-03-24,2023-05-04,2023-05-06,0.0,450946,22941
189,2023-04-26,2023-05-03,2023-05-04,0.0,709626,18842
190,2023-02-28,2023-05-05,2023-05-06,0.0,608840,8477
191,2023-02-24,2023-04-07,2023-05-02,0.0,297500,4173
192,2023-04-19,2023-04-30,2023-05-05,0.0,511455,19579
193,2023-03-07,2023-03-15,2023-04-04,0.0,224181,11489
194,2023-02-09,2023-03-10,2023-03-30,0.0,238988,12482
195,2023-02-07,2023-04-12,2023-05-03,0.0,491047,16610
196,2023-01-22,2023-04-14,2023-05-04,0.0,582993,4190
197,2023-02-21,2023-03-20,2023-04-23,0.0,939483,18411
198,2023-02-03,2023-03-01,2023-03-15,0.0,69271,20538
199,2023-03-22,2023-04-14,2023-04-15,0.0,722177,8785
200,2023-03-29,2023-04-24,2023-04-25,0.0,300745,8180
201,2023-04-03,2023-04-05,2023-04-25,0.0,566617,20964
202,2023-03-28,2023-04-04,2023-05-05,0.0,89589,19740
203,2023-04-16,2023-04-20,2023-05-02,0.0,622495,14764
204,2023-02-08,2023-04-17,2023-05-03,0.0,918746,7035
205,2023-03-08,2023-05-02,2023-05-04,0.0,62544,487
206,2023-01-14,2023-04-30,2023-05-05,0.0,503371,2158
207,2023-04-10,2023-04-15,2023-05-05,0.0,498457,4674
208,2023-04-05,2023-05-06,2023-05-07,0.0,922639,12727
209,2023-04-28,2023-05-03,2023-05-05,0.0,733003,290
210,2023-01-06,2023-01-26,2023-04-16,0.0,222889,23336
211,2023-04-05,2023-05-04,2023-05-06,0.0,902461,18526
212,2023-01-27,2023-03-08,2023-03-21,0.0,938835,5784
213,2023-01-26,2023-04-13,2023-05-04,0.0,760585,900
214,2023-03-04,2023-05-03,2023-05-05,0.0,608190,14540
215,2023-01-26,2023-03-02,2023-04-29,0.0,300690,18513
216,2023-03-17,2023-03-23,2023-04-13,0.0,617992,21308
217,2023-03-18,2023-03-24,2023-04-07,0.0,685082,22944
218,2023-02-17,2023-04-01,2023-04-09,0.0,687552,5110
219,2023-02-03,2023-04-24,2023-04-27,0.0,914545,6277
220,2023-01-19,2023-02-13,2023-03-05,0.0,646991,3508
221,2023-03-26,2023-04-12,2023-04-23,0.0,21188,18634
222,2023-01-12,2023-04-20,2023-04-23,0.0,24422,7865
223,2023-03-03,2023-04-06,2023-04-27,0.0,460897,6443
224,2023-04-19,2023-04-30,2023-05-05,0.0,982030,24692
225,2023-03-03,2023-03-05,2023-03-26,0.0,30453,3183
226,2023-03-14,2023-04-05,2023-04-17,0.0,978496,38
227,2023-02-05,2023-02-21,2023-02-24,0.0,436984,15776
228,2023-03-15,2023-05-04,2023-05-05,0.0,145949,6794
229,2023-01-04,2023-03-16,2023-03-23,0.0,91356,14601
230,2023-01-19,2023-03-22,2023-04-13,0.0,994381,871
231,2023-01-23,2023-03-01,2023-03-08,0.0,549511,6082
232,2023-03-28,2023-04-09,2023-04-17,0.0,580143,23592
233,2023-01-12,2023-04-16,2023-05-01,0.0,997213,22118
234,2023-03-23,2023-04-08,2023-04-19,0.0,11607,24917
235,2023-04-15,2023-04-19,2023-05-05,0.0,418169,312
236,2023-01-21,2023-03-21,2023-04-29,0.0,170504,17110
237,2023-02-03,2023-04-28,2023-05-06,0.0,989332,7732
238,2023-04-16,2023-04-23,2023-04-29,0.0,538009,21595
239,2023-03-15,2023-04-04,2023-04-08,0.0,205772,18137
240,2023-03-20,2023-04-18,2023-04-27,0.0,750431,11095
241,2023-02-18,2023-03-26,2023-05-01,0.0,836420,3126
242,2023-01-25,2023-02-14,2023-03-20,0.0,237516,9198
243,2023-01-01,2023-01-28,2023-01-30,0.0,615547,7864
244,2023-02-16,2023-04-14,2023-05-03,0.0,753127,16275
245,2023-03-20,2023-04-15,2023-05-03,0.0,195427,3253
246,2023-02-10,2023-04-28,2023-04-30,0.0,30396,5513
247,2023-04-13,2023-05-06,2023-05-07,0.0,635435,10943
248,2023-01-16,2023-03-18,2023-04-19,0.0,885979,13814
249,2023-04-13,2023-05-05,2023-05-06,0.0,278985,14816
250,2023-04-02,2023-04-28,2023-05-05,0.0,480318,12426
251,2023-01-19,2023-03-19,2023-03-22,0.0,284272,12455
252,2023-02-21,2023-04-11,2023-04-20,0.0,754203,13228
253,2023-04-14,2023-04-25,2023-05-06,0.0,939161,14159
254,2023-01-28,2023-04-20,2023-05-03,0.0,732031,19062
255,2023-03-31,2023-04-01,2023-04-13,0.0,411006,19704
256,2023-03-18,2023-04-06,2023-05-02,0.0,24441,17763
257,2023-02-14,2023-04-09,2023-04-11,0.0,179087,10095
258,2023-04-10,2023-04-13,2023-04-20,0.0,596744,6772
259,2023-03-06,2023-03-29,2023-05-04,0.0,502080,9422
260,2023-04-25,2023-05-06,2023-05-07,0.0,864987,22620
261,2023-01-19,2023-04-27,2023-05-06,0.0,455292,14425
262,2023-03-25,2023-04-29,2023-05-06,0.0,537910,11578
263,2023-01-06,2023-02-16,2023-03-24,0.0,248924,15611
264,2023-04-02,2023-04-16,2023-05-01,0.0,925535,5728
265,2023-03-13,2023-04-15,2023-04-29,0.0,257288,22886
266,2023-03-01,2023-03-28,2023-04-06,0.0,731243,17146
267,2023-01-25,2023-04-21,2023-05-04,0.0,503801,14571
268,2023-03-05,2023-04-24,2023-05-02,0.0,392514,8362
269,2023-04-13,2023-04-28,2023-04-30,0.0,512870,16971
270,2023-03-21,2023-05-02,2023-05-03,0.0,199717,1419
271,2023-03-12,2023-04-13,2023-04-19,0.0,331635,3589
272,2023-04-21,2023-04-22,2023-04-24,0.0,887521,24512
273,2023-01-01,2023-03-10,2023-04-02,0.0,383824,1882
274,2023-04-16,2023-05-05,2023-05-06,0.0,447143,13732
275,2023-02-24,2023-03-19,2023-04-13,0.0,967261,23363
276,2023-03-26,2023-04-03,2023-04-18,0.0,995573,20576
277,2023-01-27,2023-04-14,2023-04-28,0.0,86317,9376
278,2023-01-14,2023-04-07,2023-04-10,0.0,93568,8427
279,2023-04-03,2023-04-30,2023-05-02,0.0,175140,23076
280,2023-03-14,2023-04-28,2023-05-04,0.0,299332,23407
281,2023-03-28,2023-04-22,2023-05-05,0.0,343418,9928
282,2023-04-20,2023-04-23,2023-05-02,0.0,688726,8780
283,2023-03-28,2023-04-20,2023-04-26,0.0,615289,21975
284,2023-04-19,2023-04-20,2023-05-05,0.0,778245,23025
285,2023-04-20,2023-04-21,2023-04-26,0.0,86328,15839
286,2023-01-25,2023-04-11,2023-04-24,0.0,84411,24240
287,2023-04-13,2023-05-02,2023-05-03,0.0,14621,5409
288,2023-03-08,2023-04-04,2023-05-01,0.0,193876,22163
289,2023-04-03,2023-05-02,2023-05-03,0.0,137608,23064
290,2023-02-22,2023-04-29,2023-05-02,0.0,820144,3260
291,2023-03-09,2023-03-15,2023-03-16,0.0,168393,14494
292,2023-03-12,2023-03-30,2023-04-28,0.0,316064,21757
293,2023-02-11,2023-05-03,2023-05-05,0.0,712115,12777
294,2023-03-05,2023-04-07,2023-05-03,0.0,911575,4905
295,2023-04-12,2023-04-28,2023-05-01,0.0,771368,22461
296,2023-02-05,2023-02-18,2023-02-20,0.0,561173,9737
297,2023-02-07,2023-02-09,2023-04-29,0.0,479770,17579
298,2023-03-30,2023-04-23,2023-04-24,0.0,879014,19692
299,2023-03-21,2023-04-03,2023-04-14,0.0,438576,16304
300,2023-02-11,2023-04-07,2023-04-20,0.0,50586,24368
301,2023-01-14,2023-03-03,2023-03-19,0.0,227922,24971
302,2023-04-15,2023-04-27,2023-05-01,0.0,363061,14459
303,2023-01-04,2023-03-10,2023-04-27,0.0,671771,22653
304,2023-04-26,2023-04-29,2023-04-30,0.0,56225,4994
305,2023-03-05,2023-04-29,2023-05-06,0.0,716073,21171
306,2023-01-09,2023-04-02,2023-04-12,0.0,761008,19871
307,2023-04-28,2023-05-05,2023-05-06,0.0,481575,4106
308,2023-03-08,2023-03-26,2023-04-25,0.0,65379,14304
309,2023-04-02,2023-05-06,2023-05-07,0.0,469147,24571
310,2023-04-07,2023-04-21,2023-04-28,0.0,13311,10658
311,2023-03-01,2023-04-06,2023-04-08,0.0,49875,11519
312,2023-01-28,2023-04-05,2023-04-23,0.0,102322,4742
313,2023-01-17,2023-05-05,2023-05-06,0.0,562984,19598
314,2023-04-04,2023-04-25,2023-05-05,0.0,560515,8168
315,2023-03-26,2023-04-10,2023-05-05,0.0,205996,15950
316,2023-02-16,2023-05-02,2023-05-05,0.0,160688,7497
317,2023-04-08,2023-04-25,2023-05-05,0.0,35347,23578
318,2023-04-01,2023-04-11,2023-05-02,0.0,289508,11931
319,2023-01-19,2023-03-04,2023-04-09,0.0,349271,7241
320,2023-03-09,2023-03-13,2023-04-30,0.0,773348,8676
321,2023-03-09,2023-03-26,2023-04-17,0.0,255006,20099
322,2023-01-30,2023-03-07,2023-04-08,0.0,511922,23604
323,2023-04-15,2023-04-16,2023-05-02,0.0,131982,16105
324,2023-04-11,2023-04-12,2023-04-14,0.0,287240,18462
325,2023-04-08,2023-04-15,2023-04-21,0.0,846267,499
326,2023-02-11,2023-03-07,2023-04-19,0.0,128027,14779
327,2023-03-28,2023-04-11,2023-04-26,0.0,612556,5583
328,2023-02-20,2023-05-02,2023-05-03,0.0,644103,8465
329,2023-01-26,2023-03-18,2023-05-03,0.0,237078,23272
330,2023-04-11,2023-04-30,2023-05-06,0.0,678553,9611
331,2023-04-05,2023-04-26,2023-05-01,0.0,600844,9771
332,2023-03-21,2023-04-24,2023-04-26,0.0,209865,21094
333,2023-01-30,2023-01-31,2023-04-30,0.0,34513,12704
334,2023-02-19,2023-03-28,2023-03-30,0.0,700206,8762
335,2023-03-18,2023-04-07,2023-05-02,0.0,915846,7494
336,2023-04-24,2023-04-28,2023-05-01,0.0,18036,12805
337,2023-02-12,2023-05-02,2023-05-05,0.0,339104,16281
338,2023-03-21,2023-05-03,2023-05-05,0.0,977275,16177
339,2023-03-28,2023-04-03,2023-04-23,0.0,684354,24086
340,2023-03-07,2023-04-01,2023-05-04,0.0,743070,7218
341,2023-01-21,2023-04-13,2023-04-23,0.0,474422,24174
342,2023-03-23,2023-04-26,2023-05-05,0.0,138339,16719
343,2023-01-16,2023-02-02,2023-02-12,0.0,612999,968
344,2023-02-24,2023-03-04,2023-04-19,0.0,160607,2438
345,2023-02-07,2023-05-05,2023-05-06,0.0,605825,8487
346,2023-03-05,2023-03-23,2023-04-28,0.0,300805,21042
347,2023-01-18,2023-03-23,2023-05-06,0.0,342437,22446
348,2023-02-07,2023-04-09,2023-04-24,0.0,347019,4391
349,2023-02-20,2023-04-08,2023-04-10,0.0,24356,18980
350,2023-02-27,2023-04-04,2023-04-09,0.0,926020,16807
351,2023-03-05,2023-03-27,2023-04-10,0.0,470231,8708
352,2023-03-09,2023-03-30,2023-04-19,0.0,728252,23096
353,2023-04-20,2023-04-21,2023-04-24,0.0,963240,21152
354,2023-03-20,2023-05-01,2023-05-06,0.0,446268,2652
355,2023-01-03,2023-04-04,2023-04-08,0.0,29830,9843
356,2023-02-16,2023-05-05,2023-05-06,0.0,635206,16401
357,2023-03-22,2023-04-02,2023-04-17,0.0,20623,22385
358,2023-01-24,2023-04-14,2023-04-21,0.0,918137,15371
359,2023-02-02,2023-02-11,2023-04-11,0.0,741726,12338
360,2023-02-20,2023-04-12,2023-05-01,0.0,942664,7276
361,2023-04-04,2023-04-18,2023-05-05,0.0,20322,23654
362,2023-01-03,2023-03-13,2023-05-02,0.0,206579,18030
363,2023-02-02,2023-04-24,2023-04-25,0.0,908597,19989
364,2023-04-29,2023-05-02,2023-05-04,0.0,459176,24103
365,2023-04-09,2023-04-13,2023-04-20,0.0,507347,16452
366,2023-02-07,2023-02-19,2023-03-23,0.0,786544,15176
367,2023-02-04,2023-03-03,2023-03-08,0.0,667453,1762
368,2023-04-28,2023-05-04,2023-05-06,0.0,417685,18386
369,2023-02-24,2023-02-26,2023-04-25,0.0,481664,10562
370,2023-02-22,2023-02-25,2023-03-19,0.0,118550,21018
371,2023-03-12,2023-04-06,2023-04-15,0.0,237260,14154
372,2023-01-17,2023-04-06,2023-04-14,0.0,80806,629
373,2023-03-19,2023-04-05,2023-04-25,0.0,189231,19185
374,2023-04-16,2023-05-02,2023-05-06,0.0,9789,12190
375,2023-03-18,2023-03-20,2023-04-22,0.0,820572,1636
376,2023-01-06,2023-01-09,2023-03-09,0.0,927564,13925
377,2023-04-05,2023-04-27,2023-05-03,0.0,809506,16548
378,2023-03-10,2023-04-27,2023-05-01,0.0,669563,18284
379,2023-01-29,2023-01-30,2023-02-12,0.0,641415,23044
380,2023-04-03,2023-05-03,2023-05-06,0.0,218543,19201
381,2023-01-25,2023-04-16,2023-04-19,0.0,848369,16227
382,2023-03-03,2023-04-23,2023-04-28,0.0,957775,2381
383,2023-03-27,2023-05-02,2023-05-06,0.0,103548,640
384,2023-04-21,2023-05-05,2023-05-06,0.0,315774,10995
385,2023-02-04,2023-02-22,2023-03-09,0.0,490977,20744
386,2023-03-15,2023-05-04,2023-05-06,0.0,212623,23004
387,2023-01-09,2023-02-07,2023-03-11,0.0,49722,23054
388,2023-02-06,2023-02-20,2023-02-22,0.0,3649,5734
389,2023-02-03,2023-04-08,2023-04-10,0.0,584202,11587
390,2023-04-16,2023-04-18,2023-04-24,0.0,782224,24932
391,2023-03-08,2023-03-26,2023-03-27,0.0,32445,24303
392,2023-01-05,2023-03-11,2023-03-18,0.0,456019,18198
393,2023-04-02,2023-04-03,2023-04-10,0.0,408929,2696
394,2023-03-28,2023-03-31,2023-04-30,0.0,29969,9317
395,2023-04-03,2023-04-05,2023-05-06,0.0,419225,23011
396,2023-01-23,2023-01-31,2023-05-03,0.0,234410,5524
397,2023-03-02,2023-03-11,2023-04-01,0.0,812124,11975
398,2023-04-27,2023-05-04,2023-05-05,0.0,62897,13528
399,2023-04-09,2023-05-03,2023-05-06,0.0,657590,19617
400,2023-04-04,2023-04-17,2023-04-21,0.0,780164,1075
401,2023-02-02,2023-04-23,2023-05-02,0.0,6114,1102
402,2023-03-17,2023-05-05,2023-05-06,0.0,684941,17522
403,2023-03-26,2023-04-20,2023-04-25,0.0,665594,2774
404,2023-02-13,2023-03-16,2023-04-30,0.0,157591,17712
405,2023-03-22,2023-04-29,2023-05-02,0.0,265376,16121
406,2023-01-01,2023-03-23,2023-04-08,0.0,830992,694
407,2023-03-03,2023-03-05,2023-04-18,0.0,734145,4393
408,2023-04-03,2023-04-15,2023-04-26,0.0,429613,6847
409,2023-03-31,2023-04-12,2023-04-20,0.0,245577,20144
410,2023-04-29,2023-05-02,2023-05-06,0.0,23166,26
411,2023-04-21,2023-05-04,2023-05-05,0.0,112162,9379
412,2023-01-12,2023-03-07,2023-04-15,0.0,665324,15516
413,2023-02-15,2023-04-21,2023-04-29,0.0,999415,4015
414,2023-04-09,2023-04-26,2023-04-28,0.0,286439,8973
415,2023-04-25,2023-05-06,2023-05-07,0.0,944499,9628
416,2023-04-16,2023-05-05,2023-05-06,0.0,538961,8058
417,2023-04-19,2023-04-30,2023-05-02,0.0,262105,16470
418,2023-03-23,2023-04-24,2023-05-04,0.0,631990,12254
419,2023-03-18,2023-05-04,2023-05-06,0.0,198481,6795
420,2023-02-04,2023-02-10,2023-05-06,0.0,127108,21693
421,2023-03-20,2023-03-21,2023-05-04,0.0,473273,4501
422,2023-03-17,2023-04-11,2023-04-16,0.0,654025,3024
